WorkstationGroupID,Number of Items,Service Time,Time between arrivals,Regular Checkout Number of Items,Regular Checkout Service Times,Self Checkout Number of Items,Self Checkout Service Times,,,,,,,,
1,42,234,15,,,,,,,,,,,,
1,13,163,3,,,,,,,,,,,,
1,49,67,20,,,,,,,,,,,,
8,3,110,15,,,,,,,,,,,,
1,44,164,21,,,,,,,,,,,,
8,3,128,6,,,,,,,,,,,,
1,7,42,3,,,,,,,,,,,,
1,78,345,2,,,,,,,,,,,,
1,13,58,6,,,,,,,,,,,,
1,55,150,9,,,,,,,,,,,,
1,27,64,22,,,,,,,,,,,,
1,8,45,21,,,,,,,,,,,,
1,5,52,5,,,,,,,,,,,,
8,2,145,16,,,,,,,,,,,,
1,30,107,3,,,,,,,,,,,,
1,14,82,11,,,,,,,,,,,,
1,12,101,5,,,,,,,,,,,,
8,7,230,12,,,,,,,,,,,,
1,37,155,7,,,,,,,,,,,,
8,8,207,11,,,,,,,,,,,,
1,7,129,4,,,,,,,,,,,,
1,34,208,17,,,,,,,,,,,,
1,10,82,7,,,,,,,,,,,,
1,47,132,8,,,,,,,,,,,,
1,18,73,22,,,,,,,,,,,,
1,4,42,8,,,,,,,,,,,,
1,7,86,14,,,,,,,,,,,,
8,28,381,20,,,,,,,,,,,,
1,3,38,3,,,,,,,,,,,,
1,8,64,6,,,,,,,,,,,,
1,34,112,28,,,,,,,,,,,,
1,18,92,1,,,,,,,,,,,,
1,2,46,14,,,,,,,,,,,,
1,12,90,8,,,,,,,,,,,,
1,32,120,7,,,,,,,,,,,,
1,26,114,17,,,,,,,,,,,,
1,65,270,12,,,,,,,,,,,,
8,13,212,4,,,,,,,,,,,,
8,6,116,12,,,,,,,,,,,,
1,13,74,3,,,,,,,,,,,,
1,2,68,6,,,,,,,,,,,,
1,23,115,8,,,,,,,,,,,,
1,25,105,13,,,,,,,,,,,,
1,42,182,38,,,,,,,,,,,,
1,26,107,1,,,,,,,,,,,,
1,17,69,2,,,,,,,,,,,,
1,4,51,3,,,,,,,,,,,,
1,9,76,30,,,,,,,,,,,,
8,40,349,18,,,,,,,,,,,,
1,7,45,0,,,,,,,,,,,,
1,11,134,2,,,,,,,,,,,,
1,11,125,14,,,,,,,,,,,,
1,12,102,12,,,,,,,,,,,,
1,8,23,17,,,,,,,,,,,,
1,3,184,6,,,,,,,,,,,,
1,9,54,2,,,,,,,,,,,,
1,9,61,21,,,,,,,,,,,,
8,5,156,16,,,,,,,,,,,,
1,1,76,15,,,,,,,,,,,,
1,23,139,9,,,,,,,,,,,,
1,14,64,4,,,,,,,,,,,,
1,20,121,2,,,,,,,,,,,,
1,13,193,7,,,,,,,,,,,,
1,6,107,0,,,,,,,,,,,,
8,6,97,7,,,,,,,,,,,,
1,9,73,32,,,,,,,,,,,,
1,5,78,12,,,,,,,,,,,,
1,11,133,29,,,,,,,,,,,,
1,3,28,17,,,,,,,,,,,,
8,1,39,5,,,,,,,,,,,,
1,1,14,1,,,,,,,,,,,,
8,10,117,4,,,,,,,,,,,,
1,92,254,1,,,,,,,,,,,,
1,33,92,4,,,,,,,,,,,,
1,19,115,4,,,,,,,,,,,,
1,5,68,1,,,,,,,,,,,,
1,13,70,0,,,,,,,,,,,,
1,15,109,19,,,,,,,,,,,,
8,6,128,48,,,,,,,,,,,,
1,25,101,0,,,,,,,,,,,,
1,25,81,2,,,,,,,,,,,,
1,11,58,1,,,,,,,,,,,,
1,21,74,13,,,,,,,,,,,,
1,6,78,4,,,,,,,,,,,,
8,24,214,16,,,,,,,,,,,,
8,1,49,6,,,,,,,,,,,,
1,11,78,1,,,,,,,,,,,,
1,41,190,17,,,,,,,,,,,,
1,34,93,17,,,,,,,,,,,,
1,23,103,3,,,,,,,,,,,,
8,3,74,1,,,,,,,,,,,,
1,16,92,4,,,,,,,,,,,,
8,2,132,9,,,,,,,,,,,,
1,7,62,7,,,,,,,,,,,,
1,48,183,19,,,,,,,,,,,,
1,20,90,33,,,,,,,,,,,,
1,1,62,1,,,,,,,,,,,,
8,3,108,2,,,,,,,,,,,,
1,36,101,17,,,,,,,,,,,,
1,7,37,4,,,,,,,,,,,,
1,13,78,3,,,,,,,,,,,,
1,30,77,30,,,,,,,,,,,,
1,6,32,0,,,,,,,,,,,,
1,17,80,5,,,,,,,,,,,,
1,15,98,2,,,,,,,,,,,,
8,16,293,16,,,,,,,,,,,,
1,18,85,1,,,,,,,,,,,,
8,16,245,8,,,,,,,,,,,,
1,16,72,13,,,,,,,,,,,,
1,21,86,2,,,,,,,,,,,,
1,54,250,0,,,,,,,,,,,,
1,10,66,5,,,,,,,,,,,,
8,3,164,22,,,,,,,,,,,,
1,36,165,6,,,,,,,,,,,,
1,13,208,23,,,,,,,,,,,,
1,14,35,1,,,,,,,,,,,,
1,23,163,4,,,,,,,,,,,,
1,25,133,5,,,,,,,,,,,,
1,32,134,18,,,,,,,,,,,,
1,8,47,7,,,,,,,,,,,,
1,3,26,26,,,,,,,,,,,,
1,2,50,14,,,,,,,,,,,,
1,4,71,36,,,,,,,,,,,,
1,3,41,2,,,,,,,,,,,,
8,43,381,23,,,,,,,,,,,,
1,31,129,2,,,,,,,,,,,,
1,32,207,6,,,,,,,,,,,,
1,5,112,2,,,,,,,,,,,,
1,8,124,6,,,,,,,,,,,,
1,2,110,12,,,,,,,,,,,,
1,79,182,2,,,,,,,,,,,,
8,27,345,19,,,,,,,,,,,,
1,163,470,9,,,,,,,,,,,,
1,93,216,3,,,,,,,,,,,,
8,6,81,59,,,,,,,,,,,,
1,44,140,6,,,,,,,,,,,,
1,17,60,8,,,,,,,,,,,,
1,67,177,8,,,,,,,,,,,,
8,1,61,8,,,,,,,,,,,,
8,7,169,1,,,,,,,,,,,,
1,14,112,3,,,,,,,,,,,,
1,8,66,7,,,,,,,,,,,,
8,11,146,1,,,,,,,,,,,,
1,16,80,44,,,,,,,,,,,,
1,6,56,2,,,,,,,,,,,,
1,10,70,10,,,,,,,,,,,,
1,3,33,2,,,,,,,,,,,,
1,4,67,1,,,,,,,,,,,,
1,4,44,21,,,,,,,,,,,,
1,45,130,9,,,,,,,,,,,,
1,16,189,11,,,,,,,,,,,,
1,38,163,1,,,,,,,,,,,,
1,48,151,15,,,,,,,,,,,,
1,15,144,9,,,,,,,,,,,,
1,13,70,20,,,,,,,,,,,,
8,8,135,12,,,,,,,,,,,,
8,8,180,38,,,,,,,,,,,,
1,10,99,3,,,,,,,,,,,,
8,7,96,12,,,,,,,,,,,,
1,2,32,32,,,,,,,,,,,,
1,12,62,10,,,,,,,,,,,,
1,5,45,8,,,,,,,,,,,,
1,53,129,3,,,,,,,,,,,,
1,12,70,11,,,,,,,,,,,,
1,29,155,4,,,,,,,,,,,,
1,19,109,2,,,,,,,,,,,,
8,8,90,14,,,,,,,,,,,,
1,26,105,0,,,,,,,,,,,,
8,2,86,3,,,,,,,,,,,,
1,36,168,7,,,,,,,,,,,,
1,7,51,33,,,,,,,,,,,,
8,1,78,18,,,,,,,,,,,,
1,11,62,15,,,,,,,,,,,,
8,18,205,10,,,,,,,,,,,,
8,5,163,7,,,,,,,,,,,,
1,10,90,2,,,,,,,,,,,,
1,56,214,10,,,,,,,,,,,,
1,18,43,16,,,,,,,,,,,,
8,17,277,2,,,,,,,,,,,,
1,9,46,12,,,,,,,,,,,,
1,14,73,13,,,,,,,,,,,,
1,27,109,21,,,,,,,,,,,,
1,4,65,2,,,,,,,,,,,,
1,15,70,12,,,,,,,,,,,,
1,6,37,25,,,,,,,,,,,,
1,7,74,12,,,,,,,,,,,,
1,12,58,14,,,,,,,,,,,,
1,5,57,7,,,,,,,,,,,,
1,9,69,8,,,,,,,,,,,,
8,11,157,8,,,,,,,,,,,,
1,28,99,21,,,,,,,,,,,,
1,1,19,3,,,,,,,,,,,,
8,4,78,1,,,,,,,,,,,,
1,2,24,9,,,,,,,,,,,,
1,5,30,6,,,,,,,,,,,,
1,22,66,9,,,,,,,,,,,,
1,6,37,3,,,,,,,,,,,,
1,51,80,1,,,,,,,,,,,,
1,10,45,11,,,,,,,,,,,,
1,3,32,22,,,,,,,,,,,,
1,5,29,10,,,,,,,,,,,,
1,2,18,2,,,,,,,,,,,,
1,7,54,1,,,,,,,,,,,,
1,24,159,3,,,,,,,,,,,,
8,4,83,4,,,,,,,,,,,,
1,9,60,8,,,,,,,,,,,,
1,3,20,1,,,,,,,,,,,,
1,11,104,17,,,,,,,,,,,,
1,9,44,2,,,,,,,,,,,,
1,1,19,7,,,,,,,,,,,,
8,2,70,8,,,,,,,,,,,,
8,8,200,3,,,,,,,,,,,,
1,59,157,1,,,,,,,,,,,,
1,25,74,13,,,,,,,,,,,,
1,15,159,10,,,,,,,,,,,,
1,3,27,9,,,,,,,,,,,,
8,5,160,18,,,,,,,,,,,,
1,28,150,8,,,,,,,,,,,,
8,7,143,8,,,,,,,,,,,,
1,14,71,8,,,,,,,,,,,,
1,8,71,31,,,,,,,,,,,,
1,31,72,32,,,,,,,,,,,,
1,17,70,8,,,,,,,,,,,,
1,9,41,11,,,,,,,,,,,,
1,24,106,16,,,,,,,,,,,,
1,11,58,5,,,,,,,,,,,,
1,15,76,9,,,,,,,,,,,,
1,16,75,6,,,,,,,,,,,,
8,14,168,4,,,,,,,,,,,,
8,13,312,4,,,,,,,,,,,,
1,16,83,1,,,,,,,,,,,,
8,9,169,6,,,,,,,,,,,,
1,3,32,23,,,,,,,,,,,,
1,3,27,9,,,,,,,,,,,,
1,51,173,14,,,,,,,,,,,,
1,7,45,4,,,,,,,,,,,,
1,13,115,4,,,,,,,,,,,,
1,17,91,1,,,,,,,,,,,,
1,18,70,21,,,,,,,,,,,,
1,9,83,15,,,,,,,,,,,,
1,12,117,34,,,,,,,,,,,,
1,5,53,20,,,,,,,,,,,,
1,2,35,8,,,,,,,,,,,,
8,1,58,6,,,,,,,,,,,,
1,21,71,4,,,,,,,,,,,,
8,5,270,2,,,,,,,,,,,,
1,9,49,13,,,,,,,,,,,,
1,9,60,2,,,,,,,,,,,,
1,8,37,25,,,,,,,,,,,,
1,39,137,3,,,,,,,,,,,,
1,28,145,3,,,,,,,,,,,,
8,3,120,3,,,,,,,,,,,,
1,5,59,3,,,,,,,,,,,,
1,8,62,13,,,,,,,,,,,,
1,13,55,8,,,,,,,,,,,,
1,8,43,35,,,,,,,,,,,,
1,33,134,6,,,,,,,,,,,,
1,10,81,2,,,,,,,,,,,,
1,31,75,4,,,,,,,,,,,,
1,8,66,16,,,,,,,,,,,,
8,14,204,30,,,,,,,,,,,,
8,3,71,11,,,,,,,,,,,,
1,3,33,9,,,,,,,,,,,,
1,10,63,2,,,,,,,,,,,,
1,47,195,3,,,,,,,,,,,,
1,2,17,4,,,,,,,,,,,,
1,80,146,13,,,,,,,,,,,,
1,15,71,2,,,,,,,,,,,,
1,28,71,27,,,,,,,,,,,,
8,9,118,5,,,,,,,,,,,,
1,13,64,7,,,,,,,,,,,,
1,39,106,19,,,,,,,,,,,,
8,9,290,11,,,,,,,,,,,,
1,31,119,2,,,,,,,,,,,,
1,10,64,59,,,,,,,,,,,,
8,4,123,1,,,,,,,,,,,,
1,22,87,4,,,,,,,,,,,,
1,15,67,10,,,,,,,,,,,,
1,39,108,0,,,,,,,,,,,,
8,10,150,28,,,,,,,,,,,,
1,14,57,15,,,,,,,,,,,,
1,34,110,14,,,,,,,,,,,,
1,15,53,16,,,,,,,,,,,,
1,11,39,0,,,,,,,,,,,,
1,55,136,12,,,,,,,,,,,,
1,6,39,23,,,,,,,,,,,,
1,4,43,0,,,,,,,,,,,,
8,4,124,2,,,,,,,,,,,,
1,49,108,2,,,,,,,,,,,,
1,3,25,12,,,,,,,,,,,,
1,18,74,13,,,,,,,,,,,,
1,10,64,13,,,,,,,,,,,,
8,14,148,1,,,,,,,,,,,,
1,33,134,2,,,,,,,,,,,,
1,2,27,27,,,,,,,,,,,,
1,33,118,18,,,,,,,,,,,,
1,6,43,3,,,,,,,,,,,,
1,6,41,2,,,,,,,,,,,,
8,19,224,6,,,,,,,,,,,,
1,11,78,9,,,,,,,,,,,,
1,35,91,14,,,,,,,,,,,,
8,33,323,9,,,,,,,,,,,,
1,13,98,1,,,,,,,,,,,,
1,42,106,43,,,,,,,,,,,,
1,4,61,2,,,,,,,,,,,,
1,2,27,11,,,,,,,,,,,,
1,16,49,0,,,,,,,,,,,,
8,1,40,11,,,,,,,,,,,,
1,45,112,5,,,,,,,,,,,,
1,20,79,24,,,,,,,,,,,,
8,25,292,1,,,,,,,,,,,,
1,15,72,7,,,,,,,,,,,,
1,24,224,1,,,,,,,,,,,,
1,25,153,1,,,,,,,,,,,,
1,21,128,45,,,,,,,,,,,,
1,14,78,18,,,,,,,,,,,,
1,64,177,10,,,,,,,,,,,,
1,40,121,6,,,,,,,,,,,,
8,2,87,44,,,,,,,,,,,,
1,24,97,5,,,,,,,,,,,,
1,37,100,24,,,,,,,,,,,,
1,19,94,0,,,,,,,,,,,,
1,8,70,14,,,,,,,,,,,,
8,21,364,28,,,,,,,,,,,,
1,40,130,13,,,,,,,,,,,,
8,33,467,13,,,,,,,,,,,,
1,16,46,2,,,,,,,,,,,,
1,6,45,0,,,,,,,,,,,,
1,11,55,6,,,,,,,,,,,,
1,3,39,12,,,,,,,,,,,,
1,22,74,6,,,,,,,,,,,,
1,18,71,20,,,,,,,,,,,,
1,30,74,1,,,,,,,,,,,,
1,13,82,0,,,,,,,,,,,,
1,10,38,10,,,,,,,,,,,,
1,6,65,5,,,,,,,,,,,,
8,3,181,23,,,,,,,,,,,,
1,2,18,9,,,,,,,,,,,,
1,22,96,3,,,,,,,,,,,,
1,5,78,6,,,,,,,,,,,,
1,6,38,1,,,,,,,,,,,,
1,5,74,16,,,,,,,,,,,,
1,41,121,2,,,,,,,,,,,,
1,13,52,7,,,,,,,,,,,,
1,7,27,12,,,,,,,,,,,,
1,1,23,15,,,,,,,,,,,,
1,7,22,8,,,,,,,,,,,,
1,74,179,5,,,,,,,,,,,,
1,19,108,5,,,,,,,,,,,,
1,17,57,1,,,,,,,,,,,,
1,6,89,3,,,,,,,,,,,,
1,13,42,0,,,,,,,,,,,,
1,27,109,12,,,,,,,,,,,,
1,26,104,30,,,,,,,,,,,,
1,4,29,11,,,,,,,,,,,,
1,12,32,10,,,,,,,,,,,,
1,84,281,2,,,,,,,,,,,,
8,12,184,6,,,,,,,,,,,,
1,19,51,14,,,,,,,,,,,,
1,1,34,1,,,,,,,,,,,,
1,37,118,13,,,,,,,,,,,,
1,38,106,10,,,,,,,,,,,,
1,17,46,7,,,,,,,,,,,,
1,26,110,3,,,,,,,,,,,,
1,23,109,3,,,,,,,,,,,,
1,9,59,10,,,,,,,,,,,,
8,7,147,23,,,,,,,,,,,,
1,7,49,10,,,,,,,,,,,,
1,74,40,16,,,,,,,,,,,,
1,15,72,23,,,,,,,,,,,,
1,4,39,0,,,,,,,,,,,,
1,20,83,1,,,,,,,,,,,,
1,31,111,0,,,,,,,,,,,,
1,4,65,21,,,,,,,,,,,,
1,19,96,2,,,,,,,,,,,,
1,26,83,15,,,,,,,,,,,,
1,29,92,6,,,,,,,,,,,,
8,2,182,4,,,,,,,,,,,,
1,12,41,17,,,,,,,,,,,,
1,23,87,6,,,,,,,,,,,,
8,7,117,3,,,,,,,,,,,,
8,9,150,8,,,,,,,,,,,,
1,37,114,7,,,,,,,,,,,,
1,21,80,17,,,,,,,,,,,,
1,2,52,5,,,,,,,,,,,,
1,7,28,6,,,,,,,,,,,,
1,3,84,13,,,,,,,,,,,,
1,8,89,9,,,,,,,,,,,,
1,20,59,0,,,,,,,,,,,,
1,17,51,13,,,,,,,,,,,,
1,25,81,6,,,,,,,,,,,,
1,31,98,11,,,,,,,,,,,,
1,18,64,19,,,,,,,,,,,,
8,7,164,2,,,,,,,,,,,,
1,4,35,6,,,,,,,,,,,,
1,12,85,2,,,,,,,,,,,,
1,8,83,3,,,,,,,,,,,,
1,28,156,18,,,,,,,,,,,,
1,10,27,5,,,,,,,,,,,,
8,4,162,1,,,,,,,,,,,,
1,10,40,1,,,,,,,,,,,,
8,18,334,7,,,,,,,,,,,,
1,6,45,0,,,,,,,,,,,,
1,5,45,13,,,,,,,,,,,,
1,25,81,10,,,,,,,,,,,,
1,23,119,9,,,,,,,,,,,,
1,8,54,13,,,,,,,,,,,,
1,49,131,0,,,,,,,,,,,,
1,54,158,3,,,,,,,,,,,,
1,3,110,0,,,,,,,,,,,,
1,34,116,38,,,,,,,,,,,,
1,4,32,8,,,,,,,,,,,,
1,25,84,24,,,,,,,,,,,,
1,10,30,1,,,,,,,,,,,,
8,2,85,5,,,,,,,,,,,,
1,34,96,18,,,,,,,,,,,,
1,15,59,6,,,,,,,,,,,,
1,17,90,5,,,,,,,,,,,,
8,3,69,5,,,,,,,,,,,,
1,54,149,6,,,,,,,,,,,,
1,8,69,12,,,,,,,,,,,,
1,26,137,2,,,,,,,,,,,,
1,19,73,23,,,,,,,,,,,,
1,14,74,2,,,,,,,,,,,,
1,7,42,1,,,,,,,,,,,,
8,11,193,16,,,,,,,,,,,,
1,20,70,2,,,,,,,,,,,,
8,5,85,11,,,,,,,,,,,,
1,14,50,5,,,,,,,,,,,,
1,8,58,7,,,,,,,,,,,,
1,19,90,6,,,,,,,,,,,,
1,3,28,24,,,,,,,,,,,,
1,11,29,4,,,,,,,,,,,,
1,10,139,4,,,,,,,,,,,,
1,16,100,7,,,,,,,,,,,,
1,21,114,6,,,,,,,,,,,,
1,18,66,8,,,,,,,,,,,,
1,9,66,3,,,,,,,,,,,,
1,19,60,0,,,,,,,,,,,,
8,4,133,6,,,,,,,,,,,,
1,3,29,14,,,,,,,,,,,,
8,25,439,8,,,,,,,,,,,,
1,12,37,7,,,,,,,,,,,,
1,8,113,20,,,,,,,,,,,,
1,9,75,5,,,,,,,,,,,,
1,20,71,3,,,,,,,,,,,,
1,5,35,2,,,,,,,,,,,,
1,21,115,11,,,,,,,,,,,,
1,14,83,14,,,,,,,,,,,,
8,13,312,7,,,,,,,,,,,,
1,11,83,1,,,,,,,,,,,,
1,17,88,13,,,,,,,,,,,,
1,4,130,19,,,,,,,,,,,,
1,19,114,1,,,,,,,,,,,,
1,26,107,2,,,,,,,,,,,,
8,8,149,15,,,,,,,,,,,,
1,18,77,11,,,,,,,,,,,,
1,5,52,21,,,,,,,,,,,,
1,16,119,0,,,,,,,,,,,,
1,3,19,6,,,,,,,,,,,,
1,13,50,13,,,,,,,,,,,,
1,97,201,12,,,,,,,,,,,,
1,4,31,14,,,,,,,,,,,,
1,31,81,11,,,,,,,,,,,,
1,20,79,2,,,,,,,,,,,,
1,13,39,3,,,,,,,,,,,,
1,25,104,1,,,,,,,,,,,,
1,16,72,2,,,,,,,,,,,,
1,47,139,33,,,,,,,,,,,,
1,17,61,5,,,,,,,,,,,,
8,3,95,17,,,,,,,,,,,,
1,43,122,7,,,,,,,,,,,,
1,15,57,8,,,,,,,,,,,,
1,28,109,1,,,,,,,,,,,,
1,9,37,23,,,,,,,,,,,,
1,14,68,7,,,,,,,,,,,,
1,5,36,7,,,,,,,,,,,,
1,52,236,11,,,,,,,,,,,,
1,19,72,14,,,,,,,,,,,,
8,4,70,4,,,,,,,,,,,,
1,20,135,2,,,,,,,,,,,,
1,14,144,17,,,,,,,,,,,,
1,4,23,2,,,,,,,,,,,,
8,15,308,4,,,,,,,,,,,,
1,12,59,15,,,,,,,,,,,,
1,18,158,2,,,,,,,,,,,,
1,4,35,0,,,,,,,,,,,,
1,6,47,12,,,,,,,,,,,,
1,5,66,12,,,,,,,,,,,,
8,11,311,11,,,,,,,,,,,,
1,21,111,1,,,,,,,,,,,,
8,3,67,6,,,,,,,,,,,,
1,3,34,5,,,,,,,,,,,,
1,21,102,29,,,,,,,,,,,,
1,2,38,17,,,,,,,,,,,,
1,17,89,10,,,,,,,,,,,,
8,10,133,1,,,,,,,,,,,,
1,16,79,10,,,,,,,,,,,,
1,52,106,32,,,,,,,,,,,,
1,4,36,3,,,,,,,,,,,,
1,18,77,7,,,,,,,,,,,,
1,29,73,9,,,,,,,,,,,,
1,13,105,17,,,,,,,,,,,,
1,23,85,0,,,,,,,,,,,,
1,4,39,1,,,,,,,,,,,,
1,5,55,37,,,,,,,,,,,,
1,5,51,1,,,,,,,,,,,,
1,31,70,5,,,,,,,,,,,,
1,12,68,10,,,,,,,,,,,,
8,23,248,2,,,,,,,,,,,,
1,16,63,3,,,,,,,,,,,,
1,7,38,26,,,,,,,,,,,,
1,18,52,3,,,,,,,,,,,,
1,8,51,1,,,,,,,,,,,,
1,30,109,8,,,,,,,,,,,,
1,21,80,8,,,,,,,,,,,,
8,5,135,4,,,,,,,,,,,,
1,4,35,3,,,,,,,,,,,,
1,17,125,7,,,,,,,,,,,,
1,16,64,18,,,,,,,,,,,,
1,9,65,2,,,,,,,,,,,,
1,40,104,5,,,,,,,,,,,,
1,25,78,9,,,,,,,,,,,,
8,8,227,22,,,,,,,,,,,,
1,22,56,2,,,,,,,,,,,,
1,20,65,6,,,,,,,,,,,,
1,60,152,15,,,,,,,,,,,,
1,22,90,4,,,,,,,,,,,,
1,11,71,29,,,,,,,,,,,,
1,16,158,6,,,,,,,,,,,,
1,51,111,3,,,,,,,,,,,,
8,4,246,2,,,,,,,,,,,,
1,1,36,1,,,,,,,,,,,,
1,34,124,30,,,,,,,,,,,,
1,22,81,5,,,,,,,,,,,,
1,16,72,10,,,,,,,,,,,,
1,2,30,14,,,,,,,,,,,,
8,1,135,16,,,,,,,,,,,,
1,14,67,17,,,,,,,,,,,,
1,9,61,13,,,,,,,,,,,,
1,7,55,2,,,,,,,,,,,,
1,11,49,4,,,,,,,,,,,,
1,19,129,13,,,,,,,,,,,,
1,25,86,13,,,,,,,,,,,,
8,5,116,5,,,,,,,,,,,,
1,19,109,4,,,,,,,,,,,,
1,12,110,7,,,,,,,,,,,,
1,8,55,3,,,,,,,,,,,,
1,1,53,4,,,,,,,,,,,,
1,11,65,34,,,,,,,,,,,,
8,7,142,14,,,,,,,,,,,,
1,21,112,1,,,,,,,,,,,,
1,9,53,1,,,,,,,,,,,,
1,9,40,15,,,,,,,,,,,,
1,54,121,18,,,,,,,,,,,,
8,3,173,7,,,,,,,,,,,,
1,16,71,1,,,,,,,,,,,,
1,28,94,2,,,,,,,,,,,,
8,1,145,3,,,,,,,,,,,,
1,14,58,6,,,,,,,,,,,,
1,285,439,52,,,,,,,,,,,,
1,22,85,6,,,,,,,,,,,,
1,10,50,1,,,,,,,,,,,,
1,5,27,15,,,,,,,,,,,,
8,23,317,9,,,,,,,,,,,,
1,10,46,1,,,,,,,,,,,,
1,7,41,2,,,,,,,,,,,,
1,12,30,22,,,,,,,,,,,,
1,22,89,8,,,,,,,,,,,,
1,10,27,9,,,,,,,,,,,,
1,57,140,4,,,,,,,,,,,,
1,13,85,7,,,,,,,,,,,,
8,2,203,1,,,,,,,,,,,,
1,15,65,6,,,,,,,,,,,,
1,16,113,11,,,,,,,,,,,,
8,25,289,43,,,,,,,,,,,,
1,11,138,5,,,,,,,,,,,,
1,15,70,12,,,,,,,,,,,,
1,16,80,42,,,,,,,,,,,,
1,31,111,9,,,,,,,,,,,,
1,20,160,7,,,,,,,,,,,,
1,7,149,22,,,,,,,,,,,,
1,14,65,41,,,,,,,,,,,,
1,8,43,4,,,,,,,,,,,,
8,4,78,20,,,,,,,,,,,,
1,29,87,8,,,,,,,,,,,,
1,13,45,11,,,,,,,,,,,,
1,5,46,13,,,,,,,,,,,,
8,22,311,21,,,,,,,,,,,,
1,2,20,5,,,,,,,,,,,,
8,1,65,4,,,,,,,,,,,,
1,15,104,3,,,,,,,,,,,,
1,2,20,1,,,,,,,,,,,,
1,3,39,7,,,,,,,,,,,,
1,16,85,7,,,,,,,,,,,,
1,35,119,4,,,,,,,,,,,,
8,1,48,1,,,,,,,,,,,,
1,10,55,2,,,,,,,,,,,,
1,6,54,18,,,,,,,,,,,,
1,3,37,18,,,,,,,,,,,,
8,22,330,9,,,,,,,,,,,,
8,1,65,8,,,,,,,,,,,,
1,3,47,1,,,,,,,,,,,,
1,7,88,1,,,,,,,,,,,,
1,5,125,16,,,,,,,,,,,,
1,10,29,8,,,,,,,,,,,,
1,10,60,21,,,,,,,,,,,,
1,22,53,0,,,,,,,,,,,,
1,59,178,10,,,,,,,,,,,,
8,4,93,2,,,,,,,,,,,,
1,12,36,27,,,,,,,,,,,,
1,11,85,3,,,,,,,,,,,,
1,20,69,6,,,,,,,,,,,,
1,1,26,5,,,,,,,,,,,,
1,27,130,21,,,,,,,,,,,,
1,28,117,6,,,,,,,,,,,,
1,15,61,23,,,,,,,,,,,,
8,4,166,8,,,,,,,,,,,,
1,25,69,13,,,,,,,,,,,,
1,54,101,17,,,,,,,,,,,,
1,4,37,15,,,,,,,,,,,,
8,10,178,22,,,,,,,,,,,,
1,17,121,0,,,,,,,,,,,,
1,35,145,2,,,,,,,,,,,,
1,16,67,3,,,,,,,,,,,,
1,2,26,8,,,,,,,,,,,,
1,3,47,18,,,,,,,,,,,,
1,22,63,16,,,,,,,,,,,,
1,2,29,13,,,,,,,,,,,,
1,48,152,9,,,,,,,,,,,,
1,4,63,7,,,,,,,,,,,,
1,21,95,12,,,,,,,,,,,,
8,1,62,3,,,,,,,,,,,,
8,8,116,3,,,,,,,,,,,,
1,5,59,27,,,,,,,,,,,,
1,23,151,11,,,,,,,,,,,,
1,6,75,13,,,,,,,,,,,,
1,15,87,5,,,,,,,,,,,,
8,18,221,3,,,,,,,,,,,,
1,2,91,3,,,,,,,,,,,,
8,1,70,15,,,,,,,,,,,,
1,12,62,36,,,,,,,,,,,,
1,79,201,0,,,,,,,,,,,,
8,22,202,5,,,,,,,,,,,,
1,5,43,14,,,,,,,,,,,,
8,8,803,6,,,,,,,,,,,,
1,25,114,1,,,,,,,,,,,,
1,13,91,11,,,,,,,,,,,,
1,14,27,11,,,,,,,,,,,,
1,9,57,16,,,,,,,,,,,,
1,11,54,1,,,,,,,,,,,,
1,41,62,40,,,,,,,,,,,,
1,14,81,12,,,,,,,,,,,,
1,10,106,1,,,,,,,,,,,,
1,7,94,9,,,,,,,,,,,,
1,4,48,12,,,,,,,,,,,,
1,49,125,25,,,,,,,,,,,,
8,2,62,11,,,,,,,,,,,,
1,5,46,11,,,,,,,,,,,,
1,12,30,15,,,,,,,,,,,,
1,1,72,1,,,,,,,,,,,,
8,17,198,10,,,,,,,,,,,,
1,8,69,4,,,,,,,,,,,,
1,41,105,5,,,,,,,,,,,,
1,23,90,2,,,,,,,,,,,,
1,4,21,3,,,,,,,,,,,,
8,4,66,18,,,,,,,,,,,,
1,12,89,20,,,,,,,,,,,,
1,66,177,9,,,,,,,,,,,,
1,25,46,8,,,,,,,,,,,,
1,7,58,11,,,,,,,,,,,,
8,1,37,19,,,,,,,,,,,,
1,32,113,8,,,,,,,,,,,,
1,1,18,2,,,,,,,,,,,,
1,3,22,8,,,,,,,,,,,,
8,5,102,4,,,,,,,,,,,,
1,35,107,4,,,,,,,,,,,,
1,31,121,2,,,,,,,,,,,,
1,52,337,4,,,,,,,,,,,,
1,18,115,50,,,,,,,,,,,,
1,11,59,7,,,,,,,,,,,,
8,2,83,24,,,,,,,,,,,,
1,14,68,7,,,,,,,,,,,,
8,2,142,9,,,,,,,,,,,,
1,19,118,1,,,,,,,,,,,,
1,35,146,11,,,,,,,,,,,,
1,4,29,6,,,,,,,,,,,,
1,10,56,0,,,,,,,,,,,,
1,109,194,23,,,,,,,,,,,,
1,22,109,2,,,,,,,,,,,,
8,4,114,9,,,,,,,,,,,,
1,29,107,22,,,,,,,,,,,,
1,24,82,44,,,,,,,,,,,,
1,53,682,15,,,,,,,,,,,,
8,2,117,14,,,,,,,,,,,,
