Morning Times Between Arrivals
14
13
32
8
1
9
19
2
3
8
38
19
8
4
4
10
4
6
4
75
4
15
23
2
4
0
28
6
2
15
22
23
11
1
48
22
8
2
6
41
22
17
14
39
3
20
35
4
8
19
18
10
10
9
1
1
10
19
5
16
6
25
3
10
9
10
3
20
13
21
8
18
22
14
2
15
16
10
2
43
9
12
3
12
9
19
0
14
15
42
2
17
4
5
6
14
29
1
15
5
12
13
8
1
38
14
0
38
1
18
4
28
10
18
57
22
127
6
98
149
124
38
423
88
30
32
100
114
83
71
13
136
23
34
93
92
121
107
10
78
101
36
30
62
54
67
4
20
55
52
116
28
43
14
19
61
46
65
32
127
69
296
57
49
35
202
88
13
114
116
5
6
35
20
11
38
45
182
47
30
118
24
64
27
79
13
33
41
16
50
66
70
23
34
24
31
37
27
35
18
75
32
58
20
107
5
4
14
6
57
3
8
6
75
0
29
47
11
16
3
37
29
31
13
37
73
50
37
41
46
9
71
19
76
20
41
13
121
5
41
22
22
7
24
20
3
24
15
10
6
5
38
72
49
73
40
21
5
15
7
30
19
39
2
74
29
16
32
6
56
2
23
10
40
49
93
4
3
34
24
10
30
3
34
28
22
19
0
34
10
26
14
29
85
90
28
30
15
64
19
62
3
30
19
55
39
6
19
38
9
78
27
15
11
32
15
38
17
14
46
3
78
21
88
5
20
61
26
2
45
138
66
6
13
9
40
10
13
62
3
34
10
33
35
22
6
20
56
48
4
7
67
18
22
6
69
3
16
54
2
2
42
18
6
18
28
5
14
37
36
20
18
29
36
3
12
47
5
60
50
0
1
51
80
28
37
3
8
8
32
5
45
50
14
2
6
8
37
28
31
29
32
25
1
24
1
39
0
7
75
18
24
27
48
4
16
51
8
45
14
31
45
17
11
6
27
19
17
57
54
8
42
7
12
24
42
0
28
24
84
2
22
24
28
59
6
14
68
24
22
26
10
49
23
6
15
39
57
24
9
13
4
20
2
40
6
21
2
51
25
30
27
30
73
19
41
0
77
51
26
41
12
71
6
8
15
40
39
1
26
78
5
7
8
24
15
21
0
16
29
2
13
19
31
73
3
11
9
33
6
21
8
19
3
23
5
1
7
32
123
12
37
6
33
3
37
0
65
62
16
58
27
64
45
3
292
2
33
41
62
45
27
6
26
37
30
86
25
19
10
55
40
2
54
39
16
18
47
10
16
21
0
48
1
24
2
43
0
2
23
9
39
21
30
8
24
55
9
34
1
42
61
10
53
20
32
74
46
6
134
35
72
9
28
46
42
57
117
46
11
3
17
18
97
78
89
3
58
15
21
40
25
10
84
8
15
3
73
41
23
7
17
7
24
22
24
6
0
54
2
18
25
1
10
39
43
25
7
40
10
54
60
50
47
25
57
15
44
43
7
50
37
56
21
27
18
2
25
22
45
49
30
13
13
7
34
53
24
9
8
51
13
30
7
39
31
45
8
28
35
84
10
26
5
17
26
27
8
1
49
11
4
17
8
24
6
52
11
23
9
13
35
24
6
14
18
2
13
77
7
14
5
0
24
19
16
24
10
10
10
1
33
22
44
6
40
10
11
17
4
28
48
1
16
23
26
61
67
37
17
10
4
65
4
32
34
39
2
5
27
44
32
47
23
3
59
4
37
51
7
33
39
65
63
17
26
16
16
51
1
0
5
96
10
1
46
31
61
10
31
8
55
1
11
46
47
20
8
2
51
14
26
6
38
31
14
1
31
5
12
26
6
68
17
7
12
21
58
39
25
86
42
20
13
8
54
9
67
8
6
46
93
38
28
71
68
41
49
87
10
19
92
126
23
0
6
67
72
31
18
17
51
24
52
23
9
19
52
6
25
12
9
43
3
1
33
19
63
38
26
26
42
5
29
0
42
6
29
6
8
26
21
2
43
35
11
39
14
17
21
44
22
99
7
30
14
31
16
25
8
37
67
11
58
36
19
39
18
22
22
12
32
7
56
57
8
26
24
39
7
2
12
8
9
10
48
27
8
59
17
6
10
31
22
31
1
16
43
19
27
8
29
60
3
7
32
23
58
60
29
30
71
2
70
4
24
29
33
35
48
8
18
18
19
34
1
40
9
35
28
15
17
22
27
2
17
10
36
7
8
45
18
0
21
18
4
5
12
17
20
10
27
1
5
15
18
1
4
12
0
28
13
21
4
3
12
16
11
32
29
31
8
6
15
1
3
11
24
4
27
27
15
22
7
2
23
4
21
19
32
18
19
17
26
3
22
24
17
38
2
3
20
20
33
2
10
12
7
9
31
4
11
7
69
12
2
6
67
9
52
19
36
7
34
2
14
42
7
16
179
10
6
1
2
91
3
27
19
67
27
24
12
16
28
31
11
8
1
36
29
1
42
7
24
11
28
4
5
39
7
39
8
5
7
21
22
8
1
2
26
25
10
6
7
11
29
7
9
1
7
16
32
10
10
10
35
14
13
1
11
12
48
4
34
13
2
22
36
2
12
2
16
2
2
39
24
9
20
13
12
17
14
2
7
17
31
6
0
2
20
26
4
28
1
5
20
4
17
16
7
7
6
66
8
19
23
9
1
6
26
7
13
11
4
7
40
3
12
6
8
18
6
17
31
9
14
24
1
35
1
5
13
1
33
31
14
0
10
0
34
0
2
19
6
3
5
15
8
12
12
23
35
8
6
29
15
32
11
12
7
2
20
0
11
13
15
3
12
1
47
0
2
1
13
22
16
1
6
13
28
10
0
2
2
9
36
10
0
3
21
23
11
10
19
67
25
6
1
4
35
23
24
2
52
18
12
8
17
2
17
19
20
7
12
15
9
3
4
3
7
14
19
5
2
1
3
7
54
3
1
2
27
18
9
4
2
1
16
1
16
3
3
27
4
5
12
20
13
12
23
9
2
25
5
20
12
13
1
26
11
20
3
5
18
0
18
17
11
15
2
9
8
7
3
15
1
15
4
16
1
8
3
31
5
3
9
10
11
17
4
3
6
24
2
4
16
29
1
2
12
11
9
8
29
1
1
16
4
29
38
1
15
22
24
10
4
4
39
9
14
21
8
1
17
22
1
10
23
13
3
11
30
16
9
9
6
0
13
25
22
5
9
4
14
0
3
22
17
23
42
4
4
35
6
6
10
8
15
5
34
13
31
4
3
16
7
13
0
25
1
1
15
12
8
1
19
30
16
11
7
24
2
5
28
13
5
1
42
7
7
6
37
4
8
22
3
5
11
14
4
27
18
4
6
1
24
26
8
9
6
12
12
19
25
17
12
6
2
14
20
5
8
4
10
27
22
1
3
2
1
28
13
8
22
5
21
12
5
3
37
4
13
4
9
4
56
8
2
1
32
1
14
24
7
14
2
24
7
3
9
23
9
1
13
18
4
21
8
16
16
5
6
3
19
25
19
5
0
5
40
8
1
0
7
22
32
1
1
15
6
53
3
16
0
30
5
16
19
7
0
18
12
23
18
2
33
84
73
20
11
91
94
30
49
75
64
24
49
37
41
12
15
36
33
8
42
3
67
24
56
3
31
32
7
31
5
57
7
9
56
5
3
15
8
5
19
16
6
9
22
18
12
2
30
31
9
30
11
16
7
11
7
22
24
7
20
39
0
7
44
41
35
1
42
116
15
11
14
32
2
29
4
69
6
1
3
11
31
42
22
9
20
49
11
3
32
0
8
7
10
22
7
21
29
4
18
10
46
9
3
52
2
39
5
26
1
1
33
9
29
25
22
9
46
39
11
6
22
14
20
3
23
10
20
0
74
2
1
2
49
31
20
15
12
22
23
46
2
7
32
38
16
53
34
6
27
1
36
36
10
4
15
21
13
6
2
3
11
15
36
0
14
9
4
21
15
15
3
37
5
0
24
19
42
6
34
23
7
5
9
19
5
57
1
3
13
44
10
10
9
42
2
9
40
28
21
3
11
12
12
11
7
3
21
15
10
31
18
25
31
23
13
21
16
44
17
1
17
26
39
10
11
4
2
10
3
22
6
39
1
33
13
1
21
25
15
24
10
4
11
7
19
10
16
5
28
30
0
21
22
12
33
20
21
16
3
15
8
0
27
37
2
13
16
7
11
13
11
1
1
30
8
9
2
9
60
23
6
9
9
5
8
10
7
6
28
7
13
24
0
12
11
13
28
5
24
18
5
5
31
16
11
14
24
5
7
5
63
0
9
11
35
3
18
2
10
28
31
24
6
19
9
29
2
7
2
0
2
32
15
7
5
0
10
9
44
13
10
4
3
7
7
30
8
18
9
12
27
4
65
9
6
2
18
5
19
32
12
13
9
8
31
18
23
6
9
10
46
1
6
6
30
27
5
10
23
16
1
12
62
72
33
19
2
54
56
73
26
40
89
23
2
5
27
4
55
1
17
18
19
9
32
34
0
18
2
1
52
37
23
9
13
44
0
9
12
12
20
34
18
6
23
6
11
8
11
12
6
47
13
8
12
3
27
16
11
18
11
16
7
10
46
7
6
2
30
6
19
32
34
16
0
0
24
27
2
15
23
5
40
14
20
8
14
46
0
12
4
16
36
0
25
7
5
26
4
7
15
26
16
28
2
32
4
16
1
3
32
38
1
3
18
2
4
8
4
23
19
32
4
35
10
16
10
9
53
4
4
6
12
23
8
0
5
19
29
45
27
16
20
3
3
18
26
12
9
7
9
17
1
9
1
1
8
23
1
17
14
0
1
25
15
25
3
5
18
13
3
12
11
2
13
13
18
14
7
4
4
13
2
2
6
19
29
1
10
7
37
1
14
2
53
13
20
6
22
12
29
2
2
3
3
34
13
7
14
2
3
9
22
4
34
6
3
6
18
0
18
1
40
15
8
2
5
5
4
29
1
1
13
11
4
17
24
8
21
11
1
6
2
35
19
8
16
33
6
2
5
35
30
6
22
12
15
9
7
21
7
14
19
1
2
1
36
8
10
11
14
1
32
22
11
1
35
17
7
29
16
26
2
3
0
33
7
15
13
25
21
16
7
1
9
26
28
7
8
29
28
4
29
27
17
13
8
2
25
5
12
13
63
23
0
6
19
2
8
13
0
29
7
3
11
12
3
20
24
23
4
0
7
25
39
4
3
10
13
15
3
15
3
2
6
23
10
7
12
0
6
29
15
36
1
11
1
23
29
12
0
9
8
38
5
2
1
25
14
11
10
1
25
8
13
11
2
2
2
26
7
3
0
55
0
32
2
8
5
7
27
1
5
4
14
5
2
6
15
47
14
9
1
1
53
4
1
3
4
2
5
63
41
14
1
1
58
5
26
5
7
37
17
19
3
1
17
6
18
14
10
38
11
16
1
4
0
29
18
1
2
37
12
16
11
19
17
29
15
11
5
3
7
17
0
18
15
2
3
2
0
18
8
11
16
2
1
3
8
1
4
2
8
9
15
16
9
25
8
11
2
22
8
3
23
1
7
9
0
12
33
8
2
1
16
13
6
44
1
60
12
22
66
1
13
29
10
12
1
24
4
39
110
17
10
51
1
8
23
29
1
92
19
12
16
49
33
66
31
5
27
30
65
55
1
62
58
41
12
47
20
7
35
12
43
3
40
9
50
85
17
31
9
2
3
49
8
3
3
55
1
46
4
11
0
56
2
46
29
51
26
26
12
45
40
9
20
11
19
23
77
15
4
65
12
30
14
0
46
11
26
33
8
35
24
61
1
8
3
26
37
18
25
44
22
12
0
46
28
13
27
8
35
21
55
46
3
5
9
25
7
64
23
1
2
55
4
9
16
130
7
54
5
61
12
42
13
23
1
30
17
2
5
26
8
57
10
28
20
60
33
6
1
46
7
21
20
3
24
6
29
5
24
6
8
27
23
14
4
19
3
19
23
1
56
10
31
96
1
63
33
32
64
23
20
27
4
24
2
27
10
34
31
15
2
37
5
7
49
9
20
12
45
10
0
25
37
5
15
13
2
46
2
54
24
19
79
1
31
36
2
26
31
18
2
48
10
7
65
3
31
12
28
1
19
16
11
2
51
8
21
25
12
76
5
3
55
13
2
20
25
14
5
23
17
16
19
5
5
27
5
31
12
1
12
6
23
18
2
7
15
17
35
4
11
3
11
4
17
22
37
16
4
4
54
13
8
20
13
5
18
23
7
28
50
2
32
13
16
29
8
13
40
9
9
25
23
22
30
80
84
64
40
50
49
34
28
21
27
25
14
53
24
25
42
16
37
12
78
38
14
16
56
53
69
10
2
104
76
7
3
53
13
40
28
42
69
3
26
65
24
45
20
59
19
29
5
26
10
47
44
3
8
52
29
21
16
34
8
6
30
7
36
68
33
11
7
29
16
25
25
13
49
10
15
26
24
37
22
20
76
2
47
5
22
69
44
5
12
16
2
16
2
12
100
5
36
50
39
12
20
49
26
57
49
32
21
17
43
9
5
99
87
33
51
105
31
15
14
18
51
39
45
0
25
12
5
66
16
14
17
57
49
4
20
24
62
3
47
16
42
33
27
57
3
43
4
39
94
30
30
24
51
13
21
7
45
31
15
41
46
30
36
49
12
22
2
60
19
0
32
65
6
18
17
3
24
17
50
55
43
8
13
12
1
21
40
9
13
9
97
54
27
25
27
5
21
27
11
32
22
11
19
50
2
7
21
6
11
29
17
11
16
3
13
37
16
4
5
36
3
73
5
13
45
18
12
23
76
31
23
1
13
27
86
36
108
54
71
75
21
40
15
16
56
49
50
1
27
19
61
27
3
76
15
84
34
17
13
56
38
36
7
14
38
22
2
86
37
31
12
7
27
19
18
5
69
45
37
20
18
11
38
30
43
16
1
66
23
21
23
74
71
7
26
25
28
26
2
10
14
26
8
9
52
18
66
36
94
15
93
12
52
29
10
64
15
42
14
4
10
92
34
25
16
51
44
15
27
35
41
21
3
28
11
47
29
21
12
24
18
25
37
23
24
44
5
38
50
7
83
1
55
66
50
28
13
19
53
23
31
36
11
14
58
10
23
2
20
20
17
7
45
37
9
13
34
37
37
45
12
22
2
91
66
33
17
18
18
54
16
41
19
8
0
19
27
7
46
45
11
32
40
2
57
13
28
20
3
68
40
42
28
2
34
37
9
24
35
13
14
34
26
8
24
29
91
103
43
34
49
38
3
100
54
25
3
4
36
33
27
5
40
15
49
60
20
30
56
36
30
24
19
9
7
14
34
20
19
23
20
105
16
190
11
17
66
2
89
2
84
0
113
27
32
0
30
87
79
58
18
44
14
48
35
21
65
1
13
63
23
31
60
44
36
20
25
21
24
64
31
7
11
88
58
25
40
22
29
12
48
150
10
32
27
48
17
66
0
27
36
2
148
25
17
44
6
23
16
24
48
26
10
59
2
2
8
37
21
26
17
16
10
53
90
8
36
51
23
35
0
2
15
17
19
6
21
4
16
13
20
10
27
8
92
32
102
112
11
94
22
40
25
26
66
97
26
7
36
17
6
27
12
56
5
23
79
6
77
24
25
14
49
117
34
13
24
30
5
52
37
1
60
37
27
33
15
15
51
6
14
44
52
32
11
43
3
20
42
1
39
22
1
30
7
8
0
28
24
20
9
43
68
45
24
69
45
24
83
31
9
73
74
18
55
22
53
14
16
10
75
10
2
8
14
41
17
1
18
28
37
20
17
11
36
31
63
11
22
59
60
11
42
21
102
74
1
30
38
8
11
20
17
6
11
19
98
2
23
34
92
1
88
47
3
67
9
21
22
0
58
27
30
20
30
23
10
15
6
9
46
20
32
13
7
5
28
17
32
28
24
11
3
18
27
2
42
7
9
19
43
12
2
15
26
2
3
34
13
49
2
22
6
39
24
24
30
7
0
40
3
8
9
17
19
24
1
55
6
23
22
5
7
15
25
3
6
7
31
9
3
10
5
10
29
0
33
4
9
30
2
8
10
8
15
14
11
25
1
15
4
22
37
39
6
1
9
13
5
12
26
8
5
11
2
39
4
15
2
0
9
43
1
7
3
3
50
7
18
17
19
8
23
17
16
22
29
6
66
3
7
7
18
12
10
8
40
21
0
17
13
8
2
9
18
3
16
24
1
12
21
46
0
23
2
58
4
9
19
82
6
26
6
4
9
41
27
5
1
21
6
28
15
23
16
1
4
61
20
5
14
7
4
2
26
3
22
6
56
6
18
1
17
7
13
21
13
1
31
8
17
0
27
7
12
0
23
11
10
31
4
12
11
5
21
7
20
19
30
64
2
2
33
4
10
12
6
44
31
25
7
16
6
8
18
33
14
8
3
62
15
21
1
29
7
56
44
17
18
18
11
23
7
84
16
46
9
4
7
12
23
42
28
8
10
5
34
2
0
7
27
6
9
1
5
37
8
30
10
45
10
12
7
17
28
20
27
9
7
2
29
23
4
16
23
23
10
12
8
24
18
6
9
12
1
19
22
13
12
19
8
0
8
32
13
10
13
14
7
3
16
2
1
3
12
6
3
1
32
9
22
13
21
8
12
5
1
14
6
12
6
8
1
15
21
7
5
12
28
5
29
6
1
26
1
1
20
11
34
13
5
8
13
19
32
10
19
12
0
22
4
8
5
12
9
20
18
8
9
19
34
4
26
3
0
1
10
0
27
18
5
23
4
6
12
25
9
33
0
12
26
19
2
2
23
1
6
10
18
2
92
59
49
38
23
32
86
41
30
18
147
31
59
22
45
58
60
85
54
21
34
25
21
17
11
3
18
43
26
14
1
4
1
20
24
12
45
1
10
67
45
23
5
0
21
29
25
8
15
24
26
0
3
32
12
33
36
24
86
56
42
10
89
34
9
5
53
19
28
11
35
41
77
7
54
11
26
45
18
55
13
18
28
39
36
33
4
20
14
1
31
39
37
15
65
23
46
48
27
11
62
13
2
86
6
23
8
24
9
2
14
53
75
25
2
24
4
65
12
51
22
9
32
47
143
37
13
5
8
17
8
42
8
48
17
18
48
45
71
7
31
46
23
5
12
34
2
27
22
30
4
11
39
65
45
1
19
19
6
38
78
16
21
41
0
54
11
13
11
12
19
19
9
65
3
17
3
38
8
29
25
1
19
71
41
19
19
35
4
17
1
37
50
9
2
0
20
5
15
61
5
4
6
25
11
1
26
23
0
1
30
16
5
4
7
40
0
2
2
7
53
11
8
30
13
31
17
2
8
4
22
35
1
4
19
1
45
10
11
30
3
18
4
20
11
19
14
5
1
16
20
43
38
5
0
2
16
34
3
17
9
7
6
21
93
10
9
3
8
10
10
15
40
9
33
12
6
26
4
2
21
28
65
252
52
23
18
65
77
31
6
47
34
9
18
5
36
47
20
24
36
7
20
64
7
34
5
7
18
82
35
0
9
16
43
8
7
26
12
18
35
1
4
17
10
44
8
0
1
1
6
23
23
8
2
24
20
19
13
8
12
7
49
5
5
16
9
29
28
5
6
31
13
5
9
14
15
6
4
5
7
25
16
1
28
20
4
25
6
0
35
1
5
51
3
13
12
12
1
15
7
38
10
11
22
6
0
57
7
15
1
26
16
7
38
10
4
46
13
28
2
9
44
7
6
0
32
3
35
18
3
7
9
21
36
5
2
2
25
52
1
6
25
26
16
38
18
41
10
32
38
0
8
6
65
13
2
3
22
21
4
19
50
17
9
17
9
3
1
31
5
17
36
4
23
5
11
18
13
10
11
6
44
1
8
22
43
6
22
15
16
30
30
6
2
1
20
30
12
3
3
8
4
39
18
19
11
10
5
10
9
6
44
4
39
5
20
3
29
5
7
7
6
3
26
6
8
2
22
4
28
4
1
12
12
10
0
15
10
3
3
7
7
16
5
14
27
8
5
31
19
2
15
11
30
4
19
32
24
9
14
18
1
1
35
7
4
13
1
2
18
31
38
6
29
12
13
55
9
15
0
1
5
18
31
19
4
7
10
9
29
18
39
9
24
10
28
17
12
11
15
13
23
22
9
3
5
14
40
4
9
10
5
14
10
2
42
62
18
25
10
1
7
12
16
8
26
3
3
2
3
8
23
9
14
9
8
22
10
0
15
21
6
0
26
12
34
6
8
4
4
14
28
1
3
22
3
35
14
9
32
15
29
35
18
30
1
4
9
2
5
47
1
1
19
40
29
14
0
2
36
0
7
15
12
2
13
5
5
17
9
8
16
4
23
5
7
31
12
17
4
34
3
12
2
54
8
5
10
12
3
12
0
9
14
8
14
9
2
4
1
22
9
7
12
19
1
16
20
0
8
20
10
10
25
9
3
6
0
51
21
3
22
1
14
20
2
18
5
16
6
12
40
14
144
19
91
12
48
44
140
62
14
35
26
34
15
42
11
35
12
17
75
4
13
31
28
51
4
43
41
60
20
35
27
28
52
13
11
16
29
14
73
40
25
52
20
34
58
1
37
139
26
11
106
3
23
7
17
21
4
96
43
4
33
18
9
49
0
2
10
92
15
14
2
8
9
29
16
1
77
2
5
2
55
17
9
6
6
34
40
30
85
73
44
21
68
35
46
11
33
22
52
3
43
64
34
46
72
21
20
1
52
29
16
13
47
33
10
0
88
18
3
48
1
169
1
17
20
22
21
64
61
20
30
2
25
34
27
33
49
28
44
5
10
30
72
52
56
3
2
44
8
32
21
19
25
1
3
48
53
33
8
20
20
33
55
25
6
31
5
18
5
13
45
24
96
33
46
30
20
28
34
42
10
42
10
41
40
22
24
9
36
72
29
30
22
13
62
3
37
76
84
6
74
42
31
20
11
42
35
18
37
50
1
7
27
5
7
14
39
11
10
76
17
109
236
22
114
4
52
19
59
22
63
206
40
32
4
9
83
12
69
23
13
26
67
24
55
7
58
32
61
9
59
53
37
63
6
1
44
4
52
34
14
0
62
28
5
72
3
43
80
12
18
66
27
102
8
2
91
60
58
74
89
4
3
18
32
31
36
4
67
18
53
21
36
82
51
103
1
2
68
10
130
54
40
47
33
13
22
28
20
20
6
16
4
33
30
49
3
62
22
3
56
31
26
87
29
7
11
19
17
106
19
35
3
25
4
30
69
41
7
24
83
40
51
45
45
26
1
6
7
63
68
48
12
5
19
21
28
48
45
37
39
33
4
3
8
31
19
69
19
32
3
71
5
52
40
14
19
5
48
10
8
20
13
3
44
18
4
34
23
18
28
1
20
22
6
19
53
2
53
3
29
30
16
23
46
1
41
40
63
9
70
17
27
7
55
68
11
38
4
58
11
22
23
13
26
12
49
0
43
18
5
70
77
38
106
20
36
64
76
139
50
16
34
23
12
5
32
31
43
12
8
38
66
21
73
44
3
80
4
6
39
14
37
19
12
9
1
26
84
8
4
54
33
8
11
35
15
14
5
33
23
16
26
115
35
4
7
47
2
94
24
33
11
2
12
7
47
115
7
63
46
57
56
21
70
12
9
29
42
30
2
38
10
24
18
2
1
52
47
11
41
11
1
21
37
39
0
1
7
47
39
3
88
35
1
43
131
1
19
50
2
43
25
4
36
3
4
69
5
8
33
2
36
30
53
26
5
12
46
50
28
11
60
26
25
23
4
31
46
7
1
67
25
19
10
9
45
11
49
4
3
32
2
92
24
3
6
41
54
34
0
40
24
73
35
4
8
40
16
57
13
39
12
45
13
2
12
11
24
16
50
3
76
7
57
63
1
7
9
48
47
6
11
18
30
60
27
66
22
20
77
18
24
17
8
23
15
59
26
44
6
18
71
4
23
22
19
26
0
19
17
6
57
26
30
17
8
13
0
29
2
17
25
16
24
33
34
35
30
38
194
62
23
16
4
24
4
23
6
9
0
38
5
19
31
14
27
6
21
1
27
16
42
69
1
29
34
22
2
58
19
13
30
12
4
18
16
23
54
18
17
22
0
21
18
51
9
2
83
16
12
15
17
10
22
7
24
8
26
13
31
11
10
54
6
33
3
10
14
29
34
5
14
18
22
4
8
19
25
4
35
26
0
9
21
13
42
16
1
33
19
13
17
0
9
33
1
16
24
17
12
12
19
15
21
30
1
26
5
15
13
5
3
0
11
14
9
16
31
13
11
7
2
2
29
2
21
13
12
60
0
12
3
25
16
0
21
1
33
6
20
1
10
1
33
24
3
6
8
51
7
27
8
9
5
16
35
3
30
1
2
10
27
1
11
12
13
35
18
4
2
12
4
7
22
9
7
3
30
6
13
1
3
12
18
38
3
22
8
13
24
3
48
13
5
66
20
22
26
11
6
13
18
26
1
4
12
20
33
21
37
18
13
8
17
35
12
34
18
16
7
3
12
19
10
11
36
2
3
16
13
24
60
1
55
6
43
5
15
26
3
8
18
20
32
7
5
14
49
5
3
8
14
27
25
4
11
10
7
7
19
10
2
10
13
3
8
10
36
8
6
10
16
13
8
31
2
5
11
20
4
8
1
1
7
1
4
40
12
3
5
12
15
2
53
4
4
5
18
22
5
10
10
17
4
8
6
17
8
16
29
36
6
3
12
3
20
21
3
2
16
10
45
10
2
7
40
1
1
29
12
3
15
10
22
17
10
12
11
2
16
3
14
35
13
27
8
2
14
0
28
23
29
67
4
16
5
0
66
22
8
34
1
8
5
5
27
44
28
0
8
21
8
8
1
28
40
23
33
4
17
0
5
14
6
36
3
1
3
2
4
64
18
9
13
9
13
0
17
12
9
20
1
15
5
38
2
14
2
13
23
17
19
18
17
8
1
63
11
3
5
6
5
18
11
5
8
20
1
4
35
27
2
14
17
7
0
6
15
19
5
40
3
2
15
5
3
4
3
7
18
2
17
33
22
53
56
36
41
51
47
31
36
144
31
59
48
35
5
39
11
50
31
49
43
9
60
29
6
22
25
18
40
0
72
49
39
12
59
16
25
23
12
21
17
9
28
25
1
7
29
8
13
20
34
13
48
0
19
15
5
28
15
5
3
5
28
4
66
10
5
18
21
10
8
26
7
24
10
28
41
14
11
8
50
35
24
2
38
2
1
22
