WorkstationGroupID,Number of Items,Service Time,Time between arrivals,,Evening Times Between Arrivals
1,41,100,6,,
1,46,144,4,,
1,11,96,9,,
1,9,40,7,,
1,1,43,15,,
1,7,30,5,,
1,9,75,13,,
1,5,51,10,,
1,9,56,2,,
1,19,176,29,,
1,12,41,2,,
8,9,130,4,,
1,10,60,1,,
8,38,309,3,,
1,40,148,11,,
1,19,101,4,,
1,6,59,0,,
1,9,74,16,,
1,17,79,4,,
8,16,289,5,,
1,40,120,16,,
1,11,65,18,,
1,26,100,15,,
1,18,91,21,,
1,21,134,2,,
1,22,105,0,,
8,16,371,9,,
1,17,59,1,,
8,16,142,15,,
1,11,41,11,,
1,18,75,12,,
1,19,82,14,,
1,10,52,4,,
1,5,48,2,,
1,17,150,0,,
1,10,39,24,,
8,6,269,3,,
8,14,194,10,,
1,15,57,2,,
1,8,39,4,,
1,9,51,3,,
1,10,68,0,,
1,46,157,16,,
1,51,229,2,,
1,14,35,14,,
1,9,37,6,,
8,2,156,10,,
1,5,55,0,,
1,71,193,5,,
1,13,77,15,,
1,8,47,1,,
1,21,88,11,,
8,22,285,18,,
8,1,89,5,,
1,23,174,1,,
1,8,45,11,,
1,8,57,15,,
1,15,79,19,,
1,55,202,8,,
1,8,57,0,,
1,20,143,15,,
1,31,107,3,,
8,11,913,12,,
8,1,35,7,,
8,6,215,15,,
1,33,140,5,,
1,49,127,8,,
8,15,223,19,,
1,2,37,4,,
1,35,131,2,,
8,14,219,10,,
8,2,116,20,,
1,2,28,1,,
1,1,14,1,,
1,26,84,13,,
1,15,56,8,,
1,9,52,5,,
1,2,41,31,,
1,1,18,5,,
1,40,127,5,,
1,72,207,2,,
1,10,49,1,,
1,2,65,2,,
1,2,21,1,,
1,12,58,2,,
1,4,63,9,,
1,7,36,2,,
8,1,94,7,,
1,23,92,1,,
8,1,46,3,,
1,14,86,21,,
1,38,145,2,,
1,18,89,10,,
8,1,43,1,,
1,10,54,4,,
1,11,56,3,,
1,71,194,2,,
8,4,122,18,,
1,2,54,8,,
8,3,179,7,,
8,8,194,7,,
8,3,86,3,,
1,13,124,2,,
1,11,52,0,,
1,5,109,2,,
8,1,37,2,,
1,5,65,2,,
1,5,36,18,,
1,39,108,3,,
1,1,71,12,,
8,3,59,3,,
1,46,99,10,,
1,5,35,17,,
1,7,54,8,,
8,9,212,1,,
1,5,62,3,,
8,9,357,6,,
1,9,72,2,,
1,22,193,9,,
1,15,69,0,,
8,3,113,11,,
1,9,52,13,,
1,1,17,1,,
1,4,43,9,,
1,44,134,7,,
1,3,28,1,,
1,19,78,1,,
1,11,55,6,,
1,5,33,12,,
1,10,97,1,,
8,2,65,1,,
1,4,26,5,,
1,65,112,1,,
1,2,29,0,,
1,3,49,13,,
1,16,63,2,,
8,9,104,5,,
1,22,174,9,,
1,12,47,0,,
1,5,40,15,,
8,8,169,5,,
1,41,245,2,,
1,43,206,7,,
8,7,282,11,,
1,8,80,7,,
1,3,196,13,,
1,41,152,10,,
1,20,79,12,,
1,1,16,4,,
1,74,218,4,,
8,43,531,3,,
8,3,76,5,,
1,8,24,22,,
1,1,29,2,,
1,3,57,27,,
1,3,28,0,,
1,8,51,16,,
1,7,54,4,,
8,9,239,8,,
1,11,61,2,,
1,11,71,5,,
8,13,331,16,,
1,11,85,12,,
1,16,54,7,,
1,17,73,9,,
1,12,46,10,,
1,24,110,4,,
8,4,141,1,,
1,27,238,7,,
1,36,110,15,,
1,70,181,1,,
1,16,87,8,,
1,18,55,11,,
1,16,71,7,,
1,2,53,12,,
1,31,217,7,,
8,2,193,18,,
1,7,63,16,,
1,11,60,3,,
1,1,37,5,,
1,12,78,3,,
1,11,49,4,,
1,8,83,23,,
8,4,162,2,,
1,8,100,7,,
1,9,65,13,,
1,7,33,0,,
1,5,48,3,,
8,14,265,20,,
8,5,143,3,,
1,4,67,7,,
1,11,93,5,,
1,15,77,3,,
1,7,46,7,,
1,7,81,4,,
1,2,20,20,,
1,19,93,4,,
1,22,805,4,,
1,15,47,7,,
1,13,72,6,,
1,9,57,6,,
8,2,174,11,,
8,3,171,5,,
1,26,144,1,,
1,7,70,10,,
1,15,253,1,,
1,31,81,2,,
1,39,131,11,,
8,30,434,10,,
1,3,18,9,,
1,31,129,6,,
1,16,55,1,,
8,7,596,2,,
1,1,48,18,,
1,6,33,22,,
1,17,52,8,,
1,17,81,0,,
8,3,133,3,,
1,25,96,1,,
1,7,47,39,,
1,8,72,1,,
1,4,82,0,,
1,19,83,7,,
1,28,163,1,,
8,5,146,5,,
8,6,223,8,,
8,8,410,7,,
1,25,125,9,,
1,14,67,18,,
1,29,86,16,,
1,16,74,11,,
1,20,109,1,,
1,2,37,6,,
8,16,221,15,,
1,8,977,15,,
1,7,40,1,,
1,7,155,21,,
1,2,50,4,,
1,12,134,8,,
1,12,71,1,,
8,8,219,5,,
1,2,17,11,,
1,11,58,6,,
1,29,113,15,,
1,4,19,0,,
1,37,168,19,,
1,10,76,14,,
1,2,27,4,,
1,18,81,8,,
8,7,171,15,,
1,33,158,24,,
1,56,215,4,,
1,7,49,7,,
1,56,179,3,,
1,14,58,20,,
1,4,25,1,,
8,13,389,4,,
8,3,88,14,,
1,5,71,6,,
1,11,47,13,,
1,6,106,12,,
1,1,47,14,,
8,8,109,8,,
1,7,34,18,,
1,30,119,3,,
8,9,172,4,,
1,13,52,1,,
8,12,213,2,,
1,13,73,6,,
1,3,55,16,,
8,37,519,22,,
1,22,85,5,,
1,39,167,7,,
1,9,52,5,,
1,8,55,12,,
1,9,73,0,,
8,4,269,8,,
1,15,65,12,,
8,9,108,15,,
1,51,128,1,,
1,21,92,7,,
1,17,64,13,,
1,11,97,17,,
1,78,266,0,,
1,16,91,19,,
8,12,322,15,,
1,5,44,21,,
1,18,131,0,,
8,15,145,10,,
8,3,279,1,,
1,16,40,4,,
1,5,50,8,,
1,26,97,2,,
1,14,49,10,,
1,7,77,1,,
1,11,44,15,,
1,4,41,14,,
1,1,31,9,,
1,16,49,6,,
1,11,48,9,,
8,7,148,3,,
1,3,44,4,,
1,9,111,16,,
1,15,88,8,,
1,5,46,3,,
1,11,45,5,,
1,20,58,3,,
1,4,50,5,,
1,20,99,5,,
8,11,177,4,,
8,1,51,21,,
1,10,51,2,,
1,14,129,13,,
1,13,72,5,,
1,49,120,10,,
8,10,315,4,,
1,2,40,7,,
1,20,76,4,,
1,58,288,6,,
1,16,47,18,,
1,2,56,2,,
8,26,329,3,,
1,103,272,13,,
1,48,105,11,,
1,45,98,19,,
1,6,64,3,,
8,15,240,3,,
8,4,99,2,,
1,3,26,6,,
1,41,149,9,,
1,17,90,11,,
1,19,110,1,,
8,16,253,22,,
8,6,259,7,,
1,17,82,11,,
1,9,42,4,,
1,1,23,23,,
1,8,229,3,,
8,8,147,8,,
1,13,71,4,,
1,11,55,27,,
1,8,46,2,,
1,31,121,17,,
1,8,57,9,,
1,44,179,12,,
1,9,161,4,,
1,5,85,2,,
1,48,180,26,,
1,29,138,4,,
1,18,53,8,,
8,8,153,1,,
1,42,157,14,,
8,4,119,9,,
8,6,208,15,,
1,5,36,6,,
1,79,175,0,,
1,33,111,10,,
8,1,240,5,,
8,12,232,15,,
1,4,40,13,,
8,33,365,15,,
1,1,19,12,,
1,24,74,2,,
1,19,81,5,,
1,23,102,1,,
1,5,150,3,,
1,49,227,8,,
8,3,63,8,,
1,6,54,11,,
8,4,212,3,,
1,33,113,2,,
1,15,66,31,,
1,18,146,7,,
1,14,52,1,,
8,3,46,1,,
1,12,69,22,,
1,5,50,4,,
1,14,89,0,,
1,46,102,8,,
8,3,143,11,,
8,9,225,5,,
1,55,118,19,,
1,11,79,2,,
1,13,79,1,,
1,7,36,3,,
1,10,144,19,,
8,6,271,3,,
8,10,149,11,,
1,23,74,7,,
1,13,75,13,,
1,16,73,9,,
1,2,95,11,,
1,11,68,2,,
1,18,167,5,,
1,24,100,12,,
8,15,245,1,,
1,36,98,9,,
8,7,396,5,,
1,1,21,8,,
1,4,87,11,,
1,14,54,2,,
1,11,88,13,,
1,1,32,3,,
1,16,77,13,,
1,17,69,14,,
8,2,57,2,,
1,15,55,7,,
1,11,52,0,,
1,33,106,0,,
8,4,89,11,,
1,1,29,4,,
8,11,305,7,,
1,12,48,14,,
1,23,102,4,,
1,26,71,1,,
1,7,51,5,,
1,37,128,2,,
1,14,82,0,,
8,6,95,4,,
1,3,32,10,,
1,31,92,8,,
1,7,81,14,,
1,2,20,5,,
8,14,221,3,,
1,13,81,12,,
1,21,47,2,,
1,19,105,4,,
8,9,139,1,,
1,7,39,19,,
1,3,29,2,,
1,14,44,6,,
1,109,240,5,,
8,15,235,7,,
1,3,15,1,,
1,46,123,0,,
1,38,95,3,,
1,7,74,3,,
8,12,352,2,,
1,2,19,6,,
1,35,116,8,,
1,3,53,1,,
1,11,85,2,,
1,5,32,2,,
1,5,22,22,,
1,4,35,8,,
1,7,49,3,,
1,17,106,15,,
1,21,68,2,,
1,13,93,7,,
1,8,80,11,,
1,6,49,3,,
8,6,87,8,,
1,14,948,2,,
1,4,37,15,,
1,15,73,7,,
1,7,46,13,,
1,4,33,1,,
1,28,67,1,,
1,10,59,14,,
8,4,189,5,,
1,17,81,2,,
1,12,57,1,,
8,2,160,2,,
8,5,99,1,,
1,8,68,6,,
1,3,25,0,,
1,4,67,9,,
8,2,319,11,,
1,1,19,5,,
1,15,100,3,,
1,15,115,7,,
1,1,17,4,,
1,7,74,8,,
1,18,73,4,,
1,22,203,0,,
8,4,137,1,,
1,8,58,10,,
1,22,123,5,,
1,2,160,2,,
1,3,40,23,,
8,7,151,17,,
1,4,26,1,,
1,2,55,3,,
1,13,152,7,,
1,7,36,5,,
1,66,161,10,,
1,14,75,8,,
1,6,73,8,,
8,9,302,5,,
1,50,172,9,,
1,8,28,7,,
8,14,395,10,,
8,20,148,3,,
1,4,44,3,,
8,4,366,5,,
1,9,68,17,,
1,8,76,6,,
1,27,94,11,,
1,41,282,2,,
1,17,96,14,,
8,7,128,11,,
1,48,136,7,,
1,8,33,4,,
1,6,34,21,,
1,72,157,0,,
1,18,181,8,,
1,6,25,5,,
1,11,44,11,,
1,28,119,9,,
1,9,90,6,,
1,26,465,3,,
1,2,27,0,,
8,5,155,2,,
8,6,95,13,,
1,15,54,12,,
1,62,194,16,,
8,4,186,19,,
1,15,61,7,,
1,6,52,12,,
1,3,37,16,,
8,13,180,4,,
1,22,170,14,,
1,11,38,3,,
1,18,56,3,,
1,5,48,2,,
1,10,69,2,,
8,13,387,14,,
1,13,98,14,,
1,12,44,2,,
8,1,31,14,,
1,26,89,5,,
1,20,50,7,,
1,22,214,5,,
8,18,174,6,,
1,2,19,5,,
1,26,104,14,,
1,15,68,10,,
1,20,79,3,,
1,20,80,2,,
8,11,265,3,,
8,43,305,8,,
1,15,99,2,,
8,7,69,19,,
1,36,120,13,,
1,15,107,6,,
8,6,85,2,,
1,5,35,21,,
1,14,84,1,,
1,21,58,3,,
1,5,80,4,,
8,1,44,6,,
1,5,53,22,,
1,41,105,16,,
8,2,71,7,,
1,7,41,1,,
8,18,332,2,,
8,10,174,5,,
1,5,75,11,,
1,34,112,0,,
1,10,75,6,,
1,28,96,0,,
1,18,205,11,,
1,5,111,5,,
1,28,248,23,,
8,1,88,18,,
1,7,39,1,,
1,7,110,11,,
1,10,57,9,,
1,1,22,18,,
1,1,30,0,,
1,9,62,4,,
1,4,30,6,,
1,21,88,1,,
8,2,87,15,,
1,1,38,4,,
1,23,81,0,,
1,4,31,1,,
8,18,293,1,,
8,1,47,2,,
1,36,136,20,,
8,3,99,2,,
8,5,83,5,,
1,46,133,1,,
1,3,31,2,,
1,21,62,6,,
1,3,168,2,,
1,111,275,7,,
8,2,86,14,,
1,4,40,5,,
1,5,42,0,,
8,2,176,11,,
1,31,137,2,,
1,1,13,13,,
1,15,52,2,,
1,3,45,7,,
1,13,66,6,,
8,8,187,1,,
1,20,149,13,,
8,28,392,12,,
8,1,85,3,,
1,11,61,2,,
1,10,117,1,,
1,29,86,5,,
1,9,43,18,,
1,3,56,5,,
1,31,108,13,,
8,3,122,7,,
1,8,99,10,,
1,11,56,9,,
1,10,40,8,,
1,27,96,4,,
1,43,118,0,,
8,15,570,7,,
1,58,145,17,,
8,7,170,11,,
1,29,105,2,,
1,27,141,2,,
1,57,199,18,,
1,9,42,11,,
1,8,49,6,,
8,1,33,2,,
8,4,103,8,,
8,9,211,8,,
1,12,79,5,,
1,17,108,2,,
1,16,71,8,,
8,13,261,10,,
1,1,19,1,,
1,43,126,18,,
1,24,107,4,,
1,8,56,12,,
1,5,29,18,,
1,25,110,1,,
1,7,36,7,,
1,13,85,1,,
8,32,332,2,,
1,12,66,13,,
8,20,360,2,,
1,11,61,9,,
1,25,112,2,,
1,47,155,31,,
1,7,58,5,,
1,33,88,1,,
1,6,67,3,,
1,10,69,10,,
1,3,44,6,,
1,52,168,17,,
1,16,67,15,,
8,8,244,0,,
8,12,212,1,,
1,14,89,5,,
1,4,23,10,,
1,10,63,5,,
1,45,125,1,,
1,23,109,7,,
1,28,177,7,,
1,6,41,16,,
1,12,39,15,,
1,6,49,6,,
8,3,109,4,,
1,13,49,2,,
1,7,40,11,,
1,3,39,1,,
1,11,36,25,,
1,8,69,3,,
1,17,56,7,,
1,6,97,1,,
1,5,54,2,,
1,69,239,2,,
1,10,101,5,,
1,12,56,10,,
1,37,80,29,,
1,28,129,6,,
1,11,58,1,,
8,8,250,3,,
1,15,113,7,,
1,4,56,14,,
1,51,157,6,,
8,3,92,4,,
8,6,73,7,,
1,15,141,3,,
1,25,86,6,,
1,3,24,7,,
1,9,81,5,,
8,8,217,4,,
1,41,128,8,,
1,10,66,3,,
8,2,53,16,,
8,2,69,14,,
8,6,111,9,,
1,6,66,6,,
1,39,62,0,,
8,1,44,8,,
1,5,130,0,,
8,6,259,8,,
1,8,77,2,,
1,4,22,22,,
1,2,23,0,,
8,16,307,4,,
8,9,179,15,,
1,21,89,1,,
1,37,111,0,,
1,45,205,2,,
1,11,43,1,,
1,2,17,1,,
1,21,146,8,,
1,7,105,8,,
1,12,51,13,,
1,21,77,3,,
8,2,69,9,,
1,27,118,23,,
8,2,143,3,,
1,2,14,7,,
1,2,30,7,,
1,36,111,3,,
1,23,82,9,,
8,1,264,8,,
8,11,176,3,,
1,13,135,2,,
1,25,98,1,,
1,2,22,6,,
1,14,73,16,,
1,22,92,17,,
1,25,81,13,,
1,6,46,0,,
8,1,166,7,,
1,5,27,20,,
1,24,109,6,,
1,1,13,1,,
1,2,38,8,,
1,5,49,2,,
8,35,500,1,,
1,13,58,1,,
1,14,110,0,,
1,26,87,2,,
8,2,373,14,,
1,11,78,6,,
1,23,131,4,,
1,15,47,8,,
1,15,71,11,,
1,19,75,12,,
1,3,27,15,,
8,2,348,1,,
1,15,85,5,,
8,1,104,6,,
1,4,39,3,,
1,12,53,3,,
1,3,74,4,,
1,24,146,11,,
1,4,23,5,,
1,19,77,10,,
1,20,84,0,,
8,16,422,3,,
1,31,126,5,,
1,4,76,12,,
1,2,19,12,,
8,47,784,1,,
1,6,51,5,,
1,8,60,1,,
1,15,53,5,,
1,21,84,18,,
8,9,167,5,,
1,41,132,17,,
1,33,110,0,,
1,1,20,0,,
1,7,68,8,,
1,14,62,6,,
1,2,40,6,,
1,19,90,16,,
1,20,96,8,,
1,2,17,1,,
1,7,30,9,,
1,8,50,7,,
1,20,98,7,,
1,22,118,2,,
1,15,121,5,,
1,14,57,29,,
1,17,113,6,,
1,18,101,0,,
1,12,75,5,,
1,21,57,17,,
1,34,184,0,,
1,8,40,13,,
8,1,72,14,,
1,5,427,12,,
8,3,201,1,,
1,21,1200,0,,
1,12,59,13,,
1,17,53,1,,
1,41,175,5,,
1,3,27,20,,
1,13,114,5,,
8,1,81,1,,
1,5,40,0,,
8,2,197,1,,
1,31,100,13,,
1,7,117,7,,
1,4,42,19,,
1,2,17,17,,
1,5,24,6,,
1,10,57,14,,
8,1,128,3,,
8,13,166,1,,
1,10,44,18,,
1,5,47,2,,
1,17,57,7,,
1,5,56,12,,
1,23,92,1,,
8,2,123,4,,
1,10,30,6,,
1,10,106,13,,
1,10,83,2,,
1,33,97,9,,
1,3,508,0,,
8,2,65,3,,
1,36,105,6,,
1,8,60,33,,
8,9,150,8,,
8,21,485,7,,
1,38,92,8,,
8,61,816,4,,
1,7,50,3,,
1,7,64,10,,
1,18,160,6,,
1,3,46,1,,
8,1,46,2,,
8,1,45,17,,
1,5,45,11,,
1,44,111,15,,
1,28,134,1,,
8,2,47,1,,
1,13,62,0,,
8,9,141,13,,
1,19,141,4,,
1,5,27,27,,
1,11,60,2,,
8,7,201,10,,
8,3,127,6,,
1,2,27,16,,
1,1,45,11,,
1,9,43,5,,
1,23,75,10,,
1,18,112,2,,
1,18,67,17,,
1,18,149,9,,
1,16,72,0,,
1,12,70,9,,
8,2,111,13,,
1,43,153,15,,
1,11,62,4,,
1,11,52,10,,
8,13,219,19,,
1,1,19,2,,
1,23,97,12,,
1,23,157,5,,
1,16,69,3,,
8,9,307,1,,
1,7,48,6,,
1,22,151,16,,
8,9,102,5,,
8,6,217,20,,
1,7,35,1,,
1,2,41,17,,
1,9,69,11,,
1,18,131,6,,
1,1,15,0,,
1,31,110,7,,
1,38,134,8,,
1,1,17,17,,
1,5,40,10,,
8,4,96,10,,
1,8,49,13,,
1,18,191,1,,
1,3,27,6,,
1,7,61,3,,
1,34,145,17,,
8,9,179,1,,
1,14,83,2,,
8,2,87,6,,
1,7,32,9,,
1,6,39,15,,
1,15,72,8,,
1,8,38,0,,
1,12,58,5,,
8,1,176,3,,
1,37,109,8,,
1,13,62,13,,
8,4,84,9,,
1,13,54,5,,
1,20,84,6,,
8,31,422,9,,
1,38,140,6,,
1,16,57,14,,
1,2,35,9,,
1,20,72,4,,
8,22,266,1,,
1,3,34,21,,
1,30,159,0,,
8,2,50,4,,
1,80,210,4,,
1,29,94,2,,
1,1,58,3,,
1,6,35,1,,
1,29,93,11,,
8,4,62,21,,
1,7,43,2,,
1,7,69,2,,
8,36,327,18,,
1,14,45,0,,
8,14,166,17,,
1,23,89,2,,
8,1,86,2,,
1,4,36,13,,
1,16,72,5,,
1,13,44,6,,
1,3,19,4,,
1,16,107,8,,
1,17,116,7,,
1,29,104,19,,
1,26,118,8,,
1,36,88,14,,
8,9,168,1,,
1,2,29,0,,
1,28,83,18,,
8,3,129,11,,
1,27,174,11,,
1,49,168,10,,
1,15,93,10,,
8,7,134,2,,
1,14,80,5,,
1,30,139,3,,
8,8,179,3,,
1,2,35,10,,
1,8,54,12,,
1,3,57,13,,
1,8,44,29,,
1,7,53,0,,
1,10,126,5,,
1,3,42,1,,
1,21,93,4,,
8,10,126,5,,
1,5,36,0,,
1,14,65,15,,
8,6,103,17,,
1,23,93,0,,
8,6,138,4,,
1,2,39,2,,
1,9,41,4,,
8,13,217,9,,
1,4,29,0,,
8,12,442,3,,
1,1,57,2,,
1,10,58,9,,
1,57,236,10,,
1,1,14,4,,
1,22,149,1,,
1,28,94,4,,
1,79,280,5,,
1,12,62,8,,
8,3,183,14,,
1,12,88,0,,
1,10,59,3,,
1,19,81,4,,
8,2,147,3,,
8,1,42,4,,
1,21,72,26,,
1,43,116,12,,
8,15,162,7,,
1,70,225,0,,
8,30,549,4,,
1,11,77,21,,
1,4,29,2,,
1,2,13,2,,
1,14,86,11,,
1,2,24,14,,
1,49,210,4,,
1,15,67,6,,
1,38,100,17,,
1,53,200,8,,
8,2,72,6,,
8,4,119,2,,
1,23,116,13,,
8,6,137,5,,
1,8,76,10,,
1,11,55,6,,
1,18,121,24,,
8,10,126,6,,
8,15,292,3,,
1,5,50,16,,
1,29,109,11,,
1,29,184,3,,
1,25,97,19,,
1,3,21,1,,
1,50,126,0,,
8,6,160,11,,
1,18,55,9,,
1,19,75,13,,
8,9,130,5,,
1,30,82,12,,
1,15,115,8,,
1,10,94,8,,
1,2,52,1,,
1,42,175,0,,
8,6,129,8,,
1,3,28,2,,
1,10,62,18,,
1,55,147,8,,
1,10,46,6,,
8,16,184,9,,
1,33,88,2,,
1,3,27,6,,
1,19,136,13,,
1,16,64,8,,
1,10,52,2,,
1,10,38,3,,
1,13,64,8,,
8,13,445,1,,
1,2,35,2,,
8,1,67,2,,
1,8,43,22,,
1,13,43,9,,
1,4,50,7,,
1,8,67,5,,
1,10,95,8,,
1,5,45,14,,
1,6,46,9,,
8,3,58,3,,
1,5,44,3,,
1,9,137,3,,
1,40,152,11,,
1,13,54,0,,
8,32,650,6,,
1,7,41,10,,
1,34,138,20,,
1,3,53,7,,
8,15,170,4,,
1,47,147,4,,
1,113,232,3,,
1,32,146,5,,
8,18,247,1,,
8,2,45,5,,
8,31,280,11,,
1,5,43,13,,
1,33,77,16,,
8,2,69,14,,
1,55,185,4,,
1,50,145,18,,
1,9,101,13,,
1,14,66,12,,
1,10,48,8,,
8,7,202,20,,
1,9,42,6,,
1,6,49,13,,
8,4,140,1,,
1,14,60,6,,
1,8,46,16,,
1,4,27,6,,
1,32,163,7,,
1,57,223,11,,
8,9,200,3,,
1,27,110,3,,
1,9,59,2,,
1,30,135,6,,
1,7,46,1,,
1,8,97,8,,
1,50,137,21,,
1,2,16,2,,
8,2,140,14,,
1,31,126,0,,
1,43,131,5,,
1,13,69,20,,
8,2,45,8,,
8,6,92,19,,
1,47,101,1,,
1,39,133,3,,
8,16,317,14,,
8,14,206,4,,
1,50,169,9,,
1,24,121,2,,
1,65,216,15,,
1,11,54,25,,
8,40,344,1,,
1,19,101,0,,
8,2,214,5,,
1,3,21,9,,
8,74,756,12,,
1,55,154,0,,
1,3,24,1,,
1,42,92,1,,
1,21,68,22,,
1,2,32,10,,
1,5,32,18,,
1,3,42,4,,
1,8,88,10,,
1,11,44,4,,
1,11,49,5,,
1,13,59,16,,
1,32,157,2,,
1,22,50,1,,
1,48,164,16,,
1,11,51,9,,
1,4,26,5,,
8,23,223,10,,
1,1,196,9,,
1,9,56,1,,
1,20,51,1,,
1,15,100,4,,
1,13,57,5,,
1,2,29,7,,
1,27,91,17,,
8,46,479,5,,
1,24,110,5,,
8,8,187,7,,
1,31,154,4,,
1,46,139,7,,
1,13,64,15,,
8,8,116,24,,
1,29,114,3,,
1,1,24,4,,
1,10,61,6,,
1,5,69,12,,
1,22,58,2,,
1,44,152,21,,
1,9,43,20,,
1,14,155,4,,
8,2,41,10,,
1,7,60,1,,
1,16,58,2,,
1,25,66,6,,
1,10,47,1,,
8,3,67,1,,
1,12,52,9,,
8,1,94,2,,
1,29,194,9,,
8,7,127,1,,
1,7,57,16,,
8,41,307,8,,
1,47,158,3,,
1,15,53,1,,
1,71,221,3,,
1,82,129,6,,
1,58,175,8,,
8,10,174,12,,
1,22,87,8,,
1,4,24,15,,
1,6,80,2,,
8,1,42,7,,
1,31,133,20,,
1,18,78,15,,
8,6,122,2,,
8,3,91,18,,
1,137,287,16,,
1,28,125,0,,
1,11,81,22,,
1,3,24,2,,
1,1,22,3,,
1,4,30,19,,
1,28,375,0,,
1,12,55,6,,
1,59,238,5,,
1,11,67,0,,
8,7,127,2,,
8,16,201,3,,
1,42,151,19,,
1,12,80,5,,
8,6,145,3,,
1,54,155,12,,
1,8,56,23,,
1,18,88,1,,
1,84,201,13,,
8,7,197,19,,
1,24,84,4,,
1,1,31,2,,
8,34,238,21,,
8,14,277,8,,
1,12,96,5,,
1,51,155,15,,
1,39,93,1,,
1,14,84,12,,
8,19,324,6,,
8,18,209,10,,
1,11,46,3,,
1,18,84,16,,
8,6,182,11,,
1,53,149,16,,
1,6,47,1,,
1,17,57,2,,
1,47,194,7,,
1,33,156,8,,
1,23,102,21,,
1,4,31,2,,
1,11,53,6,,
1,23,113,1,,
8,69,573,10,,
1,10,41,7,,
1,12,65,5,,
1,22,98,24,,
1,5,34,5,,
1,8,66,15,,
8,5,105,6,,
1,99,260,8,,
1,32,127,2,,
1,10,74,3,,
1,19,72,1,,
1,2,36,19,,
8,14,194,2,,
8,21,291,5,,
1,16,147,5,,
1,40,131,1,,
1,24,134,2,,
1,47,178,2,,
1,18,82,4,,
8,2,40,23,,
1,81,320,7,,
1,4,52,1,,
1,10,59,9,,
8,5,103,5,,
8,17,292,33,,
1,21,120,3,,
1,17,105,1,,
1,25,111,6,,
8,3,131,2,,
1,10,61,32,,
1,38,228,4,,
1,49,175,7,,
1,26,75,10,,
8,17,337,8,,
1,18,66,21,,
1,6,64,1,,
8,19,278,13,,
1,3,26,7,,
1,31,88,5,,
1,55,306,8,,
1,36,163,2,,
1,24,58,4,,
1,27,119,5,,
1,45,180,2,,
8,76,550,17,,
1,7,126,30,,
1,22,84,6,,
8,8,169,9,,
1,63,174,20,,
1,47,152,30,,
1,18,73,6,,
8,3,84,6,,
1,7,34,7,,
1,29,78,0,,
1,11,56,12,,
1,40,127,7,,
1,2,16,8,,
1,10,86,8,,
1,23,107,12,,
1,9,62,7,,
1,23,103,2,,
1,5,53,15,,
8,4,63,7,,
1,8,92,13,,
8,4,166,6,,
8,4,118,4,,
8,4,74,2,,
1,12,57,2,,
1,9,73,4,,
1,7,32,0,,
1,25,118,4,,
1,10,51,17,,
8,3,76,4,,
8,13,272,5,,
1,53,134,2,,
1,35,122,1,,
1,3,43,12,,
1,74,162,3,,
1,11,65,3,,
1,6,66,4,,
1,13,141,6,,
1,30,90,5,,
8,5,100,3,,
1,92,244,7,,
1,12,110,21,,
8,16,111,9,,
8,30,389,7,,
1,15,77,4,,
1,2,39,1,,
1,30,93,30,,
8,17,212,3,,
1,26,123,3,,
1,3,39,2,,
1,59,244,8,,
1,9,53,2,,
8,9,111,20,,
1,4,188,4,,
1,2,32,3,,
1,63,137,3,,
1,1,23,11,,
1,18,133,1,,
8,4,126,3,,
1,3,62,6,,
1,16,90,2,,
1,11,284,3,,
1,6,73,51,,
1,4,30,1,,
1,14,44,3,,
8,16,196,18,,
1,7,38,2,,
8,12,131,6,,
1,5,37,4,,
1,5,33,3,,
8,1,122,3,,
1,12,38,5,,
1,5,71,12,,
1,7,64,3,,
1,12,87,1,,
8,11,283,6,,
1,7,58,0,,
1,13,49,0,,
1,14,84,11,,
1,43,184,9,,
8,1,52,14,,
1,25,98,15,,
1,26,117,0,,
1,34,119,5,,
1,11,49,4,,
1,9,111,2,,
1,10,67,12,,
8,1,59,8,,
1,29,133,4,,
1,17,231,4,,
8,8,181,4,,
8,11,162,11,,
1,33,116,24,,
1,34,169,4,,
8,13,180,1,,
1,2,21,1,,
8,1,44,20,,
1,10,48,2,,
8,35,356,8,,
1,16,23,3,,
1,37,118,2,,
1,48,178,1,,
1,14,63,8,,
8,22,422,9,,
1,19,67,9,,
1,13,61,6,,
1,19,83,12,,
1,4,61,6,,
1,4,90,13,,
1,34,112,21,,
1,18,62,1,,
8,15,166,2,,
1,23,77,13,,
8,8,91,5,,
1,40,163,3,,
8,2,65,7,,
1,55,156,0,,
1,31,115,12,,
1,27,122,13,,
1,19,87,2,,
8,3,92,4,,
1,3,33,0,,
1,32,107,18,,
1,32,109,9,,
8,2,362,2,,
1,14,93,2,,
1,4,29,2,,
1,11,64,12,,
8,10,222,15,,
1,6,60,21,,
1,47,132,3,,
1,16,74,4,,
8,31,474,9,,
1,18,81,6,,
1,5,54,2,,
8,2,41,2,,
1,15,68,13,,
1,7,83,2,,
1,13,62,0,,
1,11,49,3,,
1,21,83,2,,
1,8,43,19,,
8,16,241,11,,
1,14,107,1,,
1,6,36,12,,
1,3,44,1,,
1,68,221,4,,
1,16,98,3,,
1,21,84,6,,
1,5,28,10,,
1,39,100,2,,
8,8,151,7,,
1,68,220,5,,
1,7,96,4,,
1,46,130,1,,
1,22,77,1,,
1,61,183,48,,
1,27,124,2,,
1,19,69,3,,
