WorkstationGroupID,Number of Items,Service Time,Time between arrivals,,Evening Times Between Arrivals
1,1,14,6,,
1,13,69,8,,
1,12,123,31,,
1,21,98,5,,
1,31,126,9,,
8,11,95,16,,
1,5,49,7,,
1,40,129,14,,
1,12,63,12,,
8,40,389,16,,
1,1,23,13,,
1,34,113,4,,
1,37,109,2,,
1,10,173,4,,
1,54,127,7,,
8,1,54,5,,
1,2,31,17,,
1,33,143,14,,
1,10,69,18,,
8,1,76,12,,
1,30,120,30,,
1,17,154,0,,
1,45,109,9,,
1,1,13,13,,
1,40,180,2,,
1,5,58,10,,
8,3,85,32,,
1,20,71,3,,
1,29,104,13,,
1,5,54,8,,
1,10,66,19,,
1,4,46,10,,
8,10,149,17,,
1,40,112,1,,
1,8,53,17,,
1,18,133,1,,
1,27,90,1,,
1,26,130,17,,
1,13,94,17,,
1,36,115,12,,
1,8,52,43,,
1,14,43,2,,
8,31,250,1,,
1,30,67,6,,
1,33,135,13,,
1,25,66,1,,
8,16,339,18,,
1,9,55,1,,
1,1,130,1,,
1,4,24,17,,
1,5,46,1,,
8,2,34,6,,
1,8,172,3,,
1,18,63,18,,
1,24,61,7,,
8,11,108,1,,
1,8,58,7,,
1,20,143,3,,
1,5,43,27,,
1,4,86,11,,
1,18,86,5,,
1,13,147,0,,
1,61,143,5,,
1,2,50,18,,
1,28,187,31,,
8,11,442,1,,
1,1,27,15,,
1,19,84,11,,
1,7,38,1,,
1,6,56,8,,
1,1,14,7,,
1,19,75,6,,
8,3,220,1,,
1,17,45,15,,
1,7,79,19,,
1,17,109,5,,
1,10,53,4,,
1,1,13,2,,
1,12,62,5,,
1,7,60,6,,
1,10,57,12,,
1,21,47,24,,
1,5,39,2,,
1,7,55,12,,
1,18,91,1,,
1,9,62,2,,
8,8,71,1,,
1,16,58,3,,
1,14,136,2,,
1,16,104,16,,
1,2,31,12,,
1,3,49,6,,
1,13,72,13,,
1,40,135,6,,
1,18,59,1,,
1,27,59,11,,
8,2,114,12,,
1,13,50,5,,
1,23,113,22,,
1,9,35,0,,
8,18,234,2,,
1,8,82,6,,
1,6,48,1,,
1,18,56,14,,
1,34,179,7,,
1,2,24,5,,
1,28,130,19,,
1,19,105,2,,
1,11,53,9,,
1,4,34,10,,
8,4,74,3,,
1,4,57,6,,
1,21,141,7,,
1,6,73,8,,
1,5,30,10,,
1,15,63,20,,
1,3,44,6,,
1,34,172,14,,
8,13,136,10,,
1,11,65,6,,
1,6,61,7,,
1,19,95,1,,
1,17,104,0,,
8,2,82,29,,
1,21,90,22,,
1,60,196,1,,
1,4,34,1,,
1,16,154,8,,
8,3,71,21,,
8,10,144,4,,
1,10,90,8,,
1,8,34,10,,
1,23,92,8,,
8,5,95,7,,
1,10,52,9,,
1,2,35,4,,
8,8,148,2,,
1,7,65,29,,
1,6,65,8,,
1,3,47,5,,
1,14,60,8,,
1,5,68,12,,
1,8,90,3,,
1,16,74,8,,
1,60,233,0,,
8,5,157,11,,
1,2,67,8,,
8,8,178,2,,
1,15,66,8,,
1,18,91,11,,
1,8,50,5,,
1,3,41,21,,
1,2,53,7,,
8,4,123,5,,
1,27,135,1,,
1,30,78,7,,
1,12,70,1,,
1,14,47,3,,
1,9,66,29,,
1,14,80,1,,
1,12,70,14,,
1,14,80,22,,
1,7,67,0,,
1,13,48,1,,
1,28,117,0,,
8,11,183,33,,
1,16,108,6,,
8,5,56,1,,
8,6,171,2,,
1,10,55,5,,
1,8,63,9,,
1,33,153,1,,
1,12,67,9,,
1,49,136,10,,
1,20,44,19,,
8,3,168,2,,
1,3,60,13,,
1,18,109,7,,
1,49,78,3,,
1,18,90,4,,
1,35,91,17,,
1,24,100,16,,
1,10,63,26,,
8,16,138,12,,
1,9,44,7,,
1,8,55,7,,
1,26,118,1,,
1,3,33,1,,
8,11,212,4,,
1,1,19,4,,
1,3,83,1,,
1,2,51,14,,
1,7,63,5,,
1,7,28,2,,
1,19,74,2,,
1,12,64,14,,
1,15,114,6,,
8,13,223,4,,
1,17,59,4,,
1,23,108,26,,
1,28,92,5,,
1,2,31,5,,
1,6,44,8,,
1,12,59,6,,
8,7,97,5,,
1,14,46,1,,
1,18,168,6,,
1,8,45,18,,
1,8,78,20,,
1,7,71,1,,
1,63,123,2,,
1,17,93,4,,
1,1,22,1,,
1,17,50,10,,
1,15,52,11,,
1,25,117,18,,
8,2,151,5,,
8,18,194,5,,
1,7,77,1,,
1,21,86,0,,
1,40,125,12,,
1,15,84,1,,
1,9,75,25,,
1,16,65,19,,
8,22,243,9,,
1,9,66,0,,
1,2,71,10,,
1,7,61,10,,
1,11,79,2,,
1,8,67,0,,
1,18,66,8,,
1,7,41,7,,
1,7,126,22,,
1,121,339,7,,
1,90,271,5,,
1,23,113,0,,
1,9,54,0,,
1,24,69,3,,
8,2,107,14,,
1,5,59,1,,
1,29,142,10,,
1,8,105,23,,
8,4,154,3,,
1,5,99,15,,
1,9,52,7,,
1,11,96,16,,
1,3,38,18,,
8,9,151,3,,
1,37,261,8,,
1,19,59,9,,
1,50,178,3,,
1,14,93,20,,
1,8,41,7,,
1,14,63,3,,
8,3,69,9,,
1,9,55,8,,
1,3,43,14,,
1,2,20,11,,
8,6,123,9,,
1,24,79,9,,
1,2,26,0,,
1,10,82,3,,
1,12,123,1,,
1,9,49,5,,
8,2,61,17,,
1,26,74,12,,
8,3,110,5,,
1,4,32,10,,
1,13,62,17,,
1,3,45,0,,
8,5,133,5,,
1,24,93,7,,
1,3,30,3,,
1,5,99,15,,
1,46,146,4,,
1,6,47,1,,
8,26,298,7,,
1,59,122,3,,
1,4,44,0,,
1,3,20,11,,
1,15,84,9,,
1,5,60,13,,
8,11,181,3,,
1,6,59,8,,
1,8,50,9,,
1,11,83,16,,
1,44,115,11,,
1,5,64,8,,
8,3,68,6,,
1,34,88,1,,
1,14,87,0,,
1,4,95,24,,
1,23,82,12,,
1,16,92,5,,
1,6,81,8,,
1,4,36,12,,
8,24,244,24,,
1,16,66,2,,
1,29,88,0,,
1,17,62,2,,
1,24,94,6,,
1,31,91,8,,
1,22,70,3,,
1,8,55,13,,
8,6,112,3,,
1,33,141,6,,
1,12,99,21,,
1,33,99,2,,
1,21,79,10,,
1,5,36,12,,
1,2,50,2,,
1,14,108,8,,
1,28,156,3,,
1,27,103,7,,
8,8,193,4,,
1,26,103,26,,
1,2,29,4,,
1,13,49,3,,
1,18,51,1,,
8,8,134,17,,
1,6,37,4,,
1,12,70,11,,
1,12,65,13,,
1,9,60,5,,
1,5,60,2,,
1,18,101,2,,
1,17,102,4,,
1,7,48,11,,
1,24,115,5,,
8,5,140,17,,
1,25,98,6,,
1,17,122,8,,
1,7,46,1,,
1,20,108,2,,
1,8,53,2,,
1,53,139,24,,
8,1,44,17,,
1,17,67,2,,
1,22,138,2,,
8,8,151,1,,
1,21,73,5,,
1,34,124,17,,
8,24,388,6,,
1,12,84,5,,
1,14,72,25,,
1,4,53,0,,
8,1,34,4,,
1,18,79,1,,
1,9,44,10,,
1,25,54,19,,
8,6,114,1,,
1,48,153,12,,
1,4,53,2,,
1,19,100,4,,
1,10,56,1,,
1,16,63,15,,
1,12,65,2,,
1,12,69,6,,
1,1,17,6,,
1,2,29,9,,
8,4,94,2,,
1,16,147,6,,
1,49,102,9,,
1,5,50,3,,
1,24,114,5,,
1,21,67,17,,
1,4,36,6,,
1,6,55,8,,
8,2,95,1,,
1,5,59,10,,
1,14,64,11,,
1,6,49,14,,
1,8,50,2,,
8,7,178,2,,
1,1,16,7,,
1,4,49,7,,
1,54,113,2,,
1,5,56,4,,
1,22,97,11,,
1,20,87,4,,
1,2,50,3,,
1,6,36,8,,
1,13,51,7,,
1,1,22,2,,
8,12,236,1,,
1,11,153,16,,
1,24,181,2,,
1,23,50,1,,
1,17,88,10,,
1,24,93,12,,
1,20,103,20,,
1,6,58,1,,
1,9,49,6,,
1,8,67,3,,
1,15,80,36,,
1,18,78,1,,
8,15,211,3,,
1,31,79,8,,
1,22,142,1,,
8,10,156,2,,
1,15,90,13,,
1,6,31,9,,
1,24,93,7,,
1,3,43,15,,
1,3,48,19,,
1,4,99,5,,
1,39,110,4,,
1,13,63,3,,
1,17,65,15,,
1,15,58,2,,
1,6,50,21,,
8,13,348,2,,
1,1,34,20,,
1,16,60,4,,
1,8,66,1,,
1,9,66,2,,
1,4,58,6,,
1,3,45,1,,
1,9,66,4,,
1,10,62,1,,
8,10,90,8,,
1,7,61,16,,
1,17,76,15,,
1,20,78,2,,
1,38,133,2,,
8,4,120,3,,
1,10,182,5,,
1,30,152,1,,
1,11,69,9,,
1,10,76,0,,
1,15,43,8,,
1,9,59,21,,
8,3,295,10,,
1,2,46,4,,
1,2,26,13,,
1,8,59,11,,
1,3,41,2,,
1,33,69,7,,
1,14,79,9,,
1,9,50,17,,
8,1,128,6,,
1,14,110,5,,
1,20,76,2,,
1,4,52,20,,
1,7,61,3,,
1,10,65,4,,
1,13,159,13,,
1,15,83,12,,
1,2,25,0,,
1,7,55,22,,
1,21,172,3,,
1,14,115,4,,
1,14,123,7,,
1,3,30,15,,
1,10,55,4,,
1,17,63,8,,
8,12,479,3,,
1,5,30,5,,
1,12,64,8,,
8,12,151,17,,
1,5,21,10,,
1,14,112,11,,
1,9,100,1,,
1,10,72,16,,
1,15,110,1,,
1,17,102,5,,
1,3,52,12,,
1,15,99,5,,
8,14,138,33,,
1,19,153,2,,
1,13,49,2,,
1,2,31,24,,
1,4,61,7,,
1,18,60,5,,
8,7,103,7,,
1,51,493,4,,
1,3,24,3,,
1,11,75,7,,
1,18,67,14,,
1,10,55,14,,
1,8,72,6,,
1,34,113,10,,
8,5,134,23,,
1,5,71,1,,
1,13,105,1,,
1,38,126,13,,
8,5,109,10,,
1,12,69,8,,
1,4,48,38,,
1,6,53,9,,
1,39,127,1,,
1,8,71,13,,
1,6,29,12,,
1,18,101,5,,
8,2,102,12,,
1,11,114,1,,
1,6,121,0,,
8,14,191,4,,
1,20,123,24,,
1,36,191,55,,
1,25,77,0,,
1,5,56,6,,
8,4,109,11,,
8,34,299,13,,
1,1,14,8,,
1,19,137,6,,
1,11,61,0,,
1,10,119,12,,
1,13,82,21,,
1,14,104,28,,
1,7,50,3,,
8,10,262,7,,
8,4,88,21,,
1,23,117,2,,
1,57,184,17,,
1,8,36,20,,
1,5,57,6,,
1,9,45,10,,
1,8,40,12,,
8,5,89,2,,
1,49,73,21,,
1,8,48,5,,
1,18,54,1,,
1,15,73,21,,
1,7,71,21,,
1,8,53,4,,
1,1,107,7,,
1,4,32,7,,
8,2,122,13,,
1,5,39,11,,
8,11,137,1,,
1,4,57,5,,
1,1,27,2,,
1,4,50,3,,
1,15,69,17,,
1,25,60,5,,
1,15,89,21,,
8,3,83,4,,
1,6,70,11,,
1,8,89,11,,
1,46,102,8,,
1,39,124,10,,
8,18,175,24,,
1,13,81,6,,
1,4,30,9,,
8,2,83,0,,
8,18,171,21,,
1,18,73,0,,
1,14,81,24,,
1,35,104,21,,
1,6,35,9,,
1,22,91,8,,
8,21,311,11,,
1,28,76,7,,
1,6,37,1,,
1,22,141,34,,
8,1,61,2,,
1,49,188,11,,
1,3,33,12,,
1,14,162,5,,
1,9,75,4,,
1,13,64,1,,
8,6,262,11,,
1,6,58,15,,
8,1,71,37,,
1,6,61,6,,
1,6,34,1,,
1,5,63,2,,
1,8,86,25,,
8,1,60,6,,
1,5,35,21,,
1,18,117,9,,
1,9,66,5,,
1,19,217,14,,
1,8,106,3,,
1,32,223,2,,
8,4,169,1,,
1,18,84,41,,
1,17,68,24,,
8,6,96,18,,
1,15,44,1,,
1,7,84,16,,
1,38,108,4,,
8,3,62,5,,
1,14,150,5,,
1,39,194,26,,
8,2,87,6,,
1,28,65,19,,
1,26,92,5,,
1,38,132,4,,
8,9,230,2,,
1,17,70,12,,
1,13,137,10,,
1,3,41,13,,
1,1,12,12,,
1,6,64,4,,
8,8,194,12,,
1,35,123,7,,
1,13,58,11,,
1,31,107,30,,
1,16,66,15,,
1,5,48,2,,
1,25,81,4,,
1,12,67,17,,
1,15,57,25,,
1,16,68,3,,
1,21,62,9,,
1,2,61,2,,
1,9,69,11,,
1,3,78,7,,
1,14,54,3,,
1,1,35,19,,
8,2,119,11,,
1,21,141,3,,
1,3,24,2,,
1,36,123,1,,
8,13,341,2,,
1,18,94,10,,
1,24,69,3,,
1,14,73,6,,
1,18,107,11,,
1,15,85,49,,
1,4,47,7,,
1,46,123,8,,
1,10,83,6,,
8,1,35,2,,
8,14,163,13,,
1,21,122,5,,
1,10,36,6,,
1,3,28,0,,
1,21,98,7,,
1,46,132,2,,
8,1,46,19,,
1,6,94,2,,
1,7,48,21,,
1,10,60,4,,
8,2,86,23,,
1,17,149,5,,
1,12,104,15,,
1,156,245,13,,
1,11,61,0,,
1,6,72,11,,
1,1,24,17,,
1,2,47,0,,
8,1,48,2,,
8,2,144,5,,
1,2,28,26,,
1,11,45,2,,
1,4,148,9,,
1,16,92,3,,
1,7,29,1,,
1,1,22,0,,
8,7,80,22,,
1,13,79,4,,
8,4,73,2,,
1,3,827,2,,
1,1,41,10,,
1,42,118,31,,
1,129,428,9,,
8,8,98,8,,
1,26,161,10,,
8,1,110,1,,
8,3,119,2,,
1,6,42,34,,
1,12,78,8,,
1,17,74,13,,
1,5,35,2,,
1,14,103,20,,
8,10,256,13,,
1,8,69,17,,
8,16,372,5,,
1,16,107,4,,
1,46,110,1,,
8,5,94,31,,
1,32,82,11,,
1,5,74,1,,
1,3,31,31,,
1,28,144,20,,
8,11,133,8,,
1,10,83,7,,
1,42,118,4,,
1,38,118,3,,
1,24,94,69,,
1,3,65,25,,
1,4,48,6,,
8,7,134,2,,
1,19,83,9,,
1,26,82,0,,
8,2,66,4,,
1,13,54,19,,
1,31,130,8,,
1,3,22,22,,
1,32,114,1,,
1,30,112,4,,
1,12,49,8,,
8,1,51,8,,
1,19,90,8,,
1,32,84,25,,
1,8,41,10,,
8,3,61,6,,
8,7,113,12,,
8,6,246,13,,
1,3,37,5,,
1,11,56,11,,
1,1,58,2,,
1,6,97,0,,
1,15,83,1,,
1,3,35,11,,
8,2,65,7,,
1,8,54,17,,
1,20,58,7,,
1,8,57,13,,
1,22,79,14,,
8,4,110,3,,
1,15,126,4,,
8,14,115,6,,
1,77,211,11,,
1,23,50,3,,
1,41,139,3,,
1,1,27,27,,
1,10,135,8,,
1,20,35,9,,
1,50,186,26,,
1,14,59,10,,
8,7,114,12,,
8,3,153,7,,
1,8,110,16,,
8,3,110,14,,
1,8,37,7,,
1,11,80,8,,
1,6,59,18,,
1,12,71,4,,
1,8,90,28,,
1,13,47,0,,
8,23,289,9,,
1,3,56,6,,
1,41,120,7,,
1,10,66,9,,
8,9,87,5,,
1,18,88,3,,
1,16,52,8,,
1,12,53,4,,
8,9,162,11,,
1,37,98,3,,
1,19,63,23,,
1,23,172,3,,
1,62,195,9,,
1,48,98,18,,
8,10,208,6,,
1,16,85,4,,
1,2,25,7,,
1,10,58,18,,
1,21,54,7,,
1,33,88,33,,
1,20,57,5,,
1,5,44,9,,
1,17,74,2,,
1,23,77,4,,
8,4,237,29,,
1,3,34,6,,
1,31,106,2,,
1,21,114,10,,
1,91,418,16,,
1,3,29,5,,
1,16,60,5,,
1,5,34,0,,
1,6,39,3,,
8,5,159,16,,
1,19,100,15,,
1,17,110,5,,
1,35,111,1,,
8,1,191,15,,
1,16,74,23,,
1,3,62,41,,
1,12,61,10,,
1,23,88,11,,
1,7,105,4,,
1,44,190,6,,
1,43,109,12,,
8,1,36,2,,
8,9,166,16,,
1,11,60,18,,
8,31,347,19,,
1,15,57,14,,
8,27,340,9,,
1,11,38,5,,
1,8,82,14,,
1,4,56,15,,
1,13,70,1,,
1,44,200,3,,
1,8,91,37,,
1,10,71,12,,
1,3,33,3,,
8,8,125,4,,
1,11,71,10,,
1,7,69,16,,
1,7,52,9,,
1,1,15,15,,
1,18,441,2,,
1,9,73,6,,
1,43,153,13,,
1,7,69,7,,
1,24,71,1,,
1,9,46,42,,
8,6,164,4,,
1,2,18,0,,
1,4,49,0,,
1,3,33,15,,
1,19,84,1,,
1,28,103,2,,
1,12,69,6,,
1,17,61,4,,
1,9,44,5,,
1,11,67,16,,
1,65,156,23,,
1,9,124,13,,
1,5,48,1,,
1,55,116,0,,
8,4,112,1,,
1,10,53,12,,
1,42,158,1,,
1,12,53,12,,
8,4,94,7,,
1,1,49,14,,
1,14,90,7,,
1,4,34,13,,
1,12,37,7,,
8,8,182,8,,
1,11,38,6,,
1,18,76,16,,
1,22,110,6,,
1,1,18,2,,
8,4,79,4,,
1,23,57,3,,
1,17,64,1,,
1,8,37,0,,
8,3,262,8,,
1,62,238,9,,
1,14,67,20,,
1,27,132,7,,
1,29,102,7,,
1,4,58,2,,
1,4,16,10,,
1,3,34,6,,
1,4,26,2,,
8,2,99,13,,
1,7,46,10,,
1,5,42,1,,
1,22,82,2,,
1,2,58,12,,
1,136,324,21,,
1,4,34,6,,
1,23,49,0,,
8,7,96,10,,
1,2,79,9,,
1,14,77,5,,
1,21,94,4,,
1,1,27,5,,
1,31,103,1,,
8,2,150,7,,
1,13,73,8,,
1,24,78,6,,
1,8,50,34,,
1,68,192,7,,
1,8,41,0,,
8,2,99,9,,
1,13,108,5,,
1,44,195,4,,
1,6,65,4,,
1,9,55,8,,
8,2,172,1,,
1,5,35,9,,
1,15,69,1,,
1,25,144,25,,
1,2,22,11,,
1,6,30,6,,
1,5,95,5,,
8,16,272,11,,
8,1,112,8,,
1,7,37,2,,
1,9,63,8,,
1,16,104,27,,
1,12,45,28,,
1,7,51,6,,
1,42,121,7,,
1,10,60,0,,
1,38,61,4,,
1,22,63,12,,
1,27,116,1,,
8,39,415,7,,
1,16,201,2,,
8,1,87,10,,
1,4,25,2,,
1,1,54,22,,
1,56,126,1,,
1,11,70,0,,
1,3,26,6,,
1,29,151,20,,
1,16,95,5,,
1,8,47,21,,
8,31,355,1,,
1,20,71,17,,
1,34,99,1,,
1,14,74,7,,
1,6,49,36,,
8,7,109,7,,
1,30,129,3,,
1,8,55,1,,
1,26,89,2,,
1,14,54,18,,
1,2,25,12,,
1,36,105,7,,
1,27,178,5,,
1,8,44,1,,
1,23,97,9,,
1,12,40,2,,
1,11,58,32,,
1,16,95,1,,
1,17,69,5,,
1,20,33,4,,
8,12,211,16,,
1,11,104,11,,
1,4,86,2,,
1,18,163,10,,
1,9,44,5,,
1,2,33,16,,
1,21,58,17,,
1,19,72,6,,
1,14,63,2,,
1,33,183,28,,
1,8,38,5,,
1,3,91,1,,
1,12,60,1,,
1,8,55,26,,
1,47,113,2,,
8,8,139,1,,
1,23,182,2,,
1,20,112,24,,
1,13,106,4,,
1,7,93,5,,
8,5,87,8,,
1,17,81,19,,
8,3,96,48,,
1,9,40,4,,
1,6,84,5,,
1,23,97,3,,
8,1,39,1,,
1,20,85,1,,
1,3,38,8,,
1,7,67,6,,
8,8,164,12,,
1,4,40,8,,
8,2,64,3,,
8,16,268,1,,
1,7,53,20,,
1,6,50,8,,
1,6,39,8,,
1,80,162,1,,
1,6,40,9,,
1,9,100,7,,
1,5,32,1,,
1,13,68,6,,
8,7,114,7,,
1,7,29,3,,
1,6,74,7,,
1,3,84,8,,
1,5,46,11,,
1,17,54,26,,
1,19,106,9,,
1,17,84,9,,
8,11,137,4,,
1,20,106,2,,
1,12,48,4,,
1,15,73,11,,
1,62,168,13,,
8,12,369,20,,
1,16,117,4,,
1,5,42,17,,
1,13,49,13,,
1,13,53,12,,
1,12,87,10,,
1,1,31,14,,
1,13,41,3,,
8,7,148,10,,
8,6,100,4,,
1,6,58,0,,
1,10,46,24,,
1,5,34,6,,
1,10,73,16,,
1,16,80,0,,
1,9,51,2,,
1,22,94,10,,
1,3,50,0,,
1,8,36,36,,
1,21,46,2,,
8,4,143,1,,
1,10,43,6,,
1,15,116,5,,
1,29,155,18,,
1,3,38,8,,
8,7,184,6,,
1,46,108,0,,
1,8,41,2,,
1,4,41,22,,
1,7,67,17,,
1,32,94,2,,
1,9,50,36,,
1,11,92,12,,
1,36,217,2,,
1,12,50,6,,
8,10,199,9,,
1,24,26,14,,
8,32,440,1,,
1,62,248,11,,
1,3,26,1,,
1,42,99,8,,
1,11,86,17,,
1,5,18,11,,
1,13,56,7,,
1,18,82,0,,
8,3,108,49,,
1,3,41,2,,
1,17,131,5,,
1,20,102,26,,
1,10,78,8,,
1,41,170,18,,
8,2,169,12,,
8,7,125,10,,
1,47,158,28,,
1,8,41,2,,
1,22,95,22,,
1,16,48,11,,
1,9,63,6,,
1,21,97,31,,
1,9,72,15,,
8,4,133,10,,
1,19,81,1,,
1,17,93,4,,
1,1,33,17,,
8,31,299,11,,
1,26,85,5,,
1,5,110,3,,
1,17,76,6,,
1,29,97,34,,
1,16,147,13,,
1,11,67,23,,
1,1,12,1,,
1,2,22,5,,
8,18,235,6,,
1,7,107,0,,
8,1,51,11,,
1,36,91,8,,
1,1,38,13,,
1,12,57,19,,
8,14,331,6,,
1,8,88,32,,
1,18,99,10,,
1,5,52,3,,
1,7,57,5,,
1,33,95,38,,
1,8,53,6,,
1,13,103,8,,
1,29,108,29,,
1,41,170,4,,
8,5,163,6,,
1,4,94,4,,
1,2,44,27,,
8,7,144,11,,
1,12,96,6,,
1,5,46,8,,
1,26,184,13,,
1,2,25,25,,
1,7,61,0,,
1,35,96,0,,
1,9,55,44,,
1,4,181,11,,
1,22,73,6,,
1,2,31,2,,
8,4,457,3,,
1,4,57,15,,
8,2,259,9,,
8,28,282,2,,
1,5,51,4,,
1,9,63,27,,
1,34,142,5,,
1,12,92,15,,
1,4,28,3,,
1,3,61,13,,
1,5,64,12,,
1,3,26,26,,
1,30,87,10,,
1,27,145,13,,
1,12,52,3,,
1,8,49,2,,
1,6,91,40,,
1,23,122,7,,
1,13,65,0,,
1,15,89,12,,
1,32,121,32,,
1,23,218,20,,
1,2,31,1,,
1,14,44,3,,
8,2,124,12,,
1,9,111,9,,
1,3,67,6,,
1,1,23,5,,
8,5,290,9,,
1,7,56,6,,
1,32,149,3,,
1,9,93,15,,
1,6,136,23,,
1,26,122,9,,
1,25,143,26,,
1,18,92,1,,
8,12,220,19,,
1,16,80,37,,
8,3,89,14,,
1,12,71,2,,
1,2,68,5,,
1,2,65,9,,
1,25,91,5,,
1,10,50,8,,
1,23,86,17,,
1,13,86,24,,
1,7,55,1,,
1,43,248,0,,
1,30,134,1,,
1,6,119,3,,
8,11,274,32,,
1,8,101,8,,
1,19,83,10,,
1,9,602,3,,
8,18,234,4,,
1,13,128,18,,
8,9,237,41,,
1,5,51,7,,
1,13,89,7,,
1,6,76,3,,
1,42,105,52,,
1,4,99,21,,
1,26,100,6,,
1,127,289,26,,
1,17,85,6,,
1,10,80,30,,
8,6,87,10,,
1,1,35,3,,
8,1,59,19,,
1,2,63,6,,
8,16,216,7,,
1,4,43,4,,
1,1,28,1,,
1,19,80,22,,
8,17,225,5,,
1,14,148,10,,
8,3,109,1,,
1,13,118,7,,
1,9,49,35,,
1,12,121,14,,
1,18,306,52,,
8,7,197,10,,
1,30,57,19,,
1,95,252,2,,
1,12,68,24,,
1,4,68,3,,
8,4,51,9,,
1,12,52,32,,
1,44,103,2,,
8,8,153,8,,
8,15,204,10,,
1,19,80,4,,
1,6,43,43,,
1,29,175,2,,
1,6,39,14,,
1,1,56,15,,
8,10,210,2,,
1,23,77,3,,
1,16,60,5,,
1,4,57,31,,
1,17,116,16,,
1,21,101,0,,
8,10,151,8,,
1,6,58,2,,
1,1,32,12,,
1,9,57,5,,
1,9,69,15,,
1,27,116,17,,
8,15,252,7,,
1,15,153,13,,
1,10,33,8,,
1,36,155,9,,
1,11,60,4,,
1,12,92,1,,
1,7,66,11,,
1,29,121,39,,
8,20,192,2,,
8,10,204,3,,
1,5,39,2,,
1,4,39,9,,
1,2,116,25,,
1,16,76,3,,
1,6,59,2,,
1,11,47,22,,
1,11,51,14,,
1,14,68,9,,
1,8,90,2,,
1,7,48,10,,
1,18,100,14,,
1,9,59,2,,
1,6,55,13,,
1,10,58,9,,
1,28,94,9,,
1,8,49,10,,
8,21,319,14,,
1,4,66,2,,
1,12,99,5,,
1,5,46,9,,
1,4,69,2,,
8,5,197,7,,
1,30,126,4,,
1,13,59,3,,
8,23,490,21,,
1,14,88,8,,
1,63,136,5,,
1,9,84,19,,
1,26,180,3,,
1,10,94,13,,
1,33,111,40,,
1,9,57,9,,
1,77,193,1,,
1,20,82,31,,
1,18,73,15,,
1,58,141,1,,
1,11,56,14,,
1,11,53,3,,
8,5,389,18,,
1,36,104,21,,
1,5,67,1,,
1,25,75,10,,
1,14,157,0,,
1,54,205,40,,
8,3,302,16,,
1,8,110,9,,
1,4,41,7,,
1,12,63,1,,
1,42,94,5,,
1,5,25,25,,
1,2,22,3,,
1,9,61,19,,
1,19,79,10,,
1,5,40,22,,
1,24,212,9,,
1,28,78,1,,
1,38,273,0,,
1,40,106,8,,
1,13,55,29,,
1,18,75,1,,
1,20,106,25,,
1,8,52,14,,
1,1,12,12,,
1,8,72,1,,
8,53,516,16,,
1,3,94,6,,
1,20,103,3,,
1,30,90,29,,
1,27,110,17,,
1,6,101,11,,
8,7,228,3,,
8,1,45,25,,
1,25,78,2,,
1,24,137,3,,
1,9,55,10,,
1,27,81,5,,
8,11,266,34,,
1,21,91,6,,
1,17,59,2,,
1,84,166,11,,
1,17,78,5,,
1,13,66,18,,
1,14,53,23,,
1,4,99,20,,
1,5,63,5,,
1,3,85,1,,
1,4,38,4,,
1,5,28,2,,
1,31,92,26,,
1,5,35,6,,
1,10,62,17,,
8,6,140,2,,
1,26,106,10,,
1,35,120,6,,
1,59,219,10,,
1,17,81,1,,
1,9,47,14,,
1,2,22,2,,
1,15,125,20,,
1,13,71,11,,
1,7,43,10,,
8,7,210,22,,
1,4,50,1,,
1,4,38,10,,
1,15,75,13,,
1,27,45,4,,
1,15,87,4,,
8,11,291,7,,
1,6,69,11,,
1,8,92,12,,
1,9,115,7,,
1,16,83,17,,
1,11,185,12,,
8,20,219,10,,
1,4,149,7,,
1,38,75,14,,
1,3,146,13,,
1,43,174,10,,
1,12,92,25,,
1,7,83,11,,
8,1,144,2,,
1,15,51,51,,
1,4,41,3,,
1,26,92,13,,
1,12,79,3,,
1,17,77,11,,
1,26,199,4,,
1,27,121,7,,
1,18,90,34,,
1,5,103,1,,
8,13,359,6,,
8,16,247,9,,
8,1,166,4,,
1,5,43,0,,
1,4,19,1,,
1,13,156,18,,
1,9,37,17,,
1,21,105,7,,
1,21,144,13,,
1,12,56,4,,
1,5,26,23,,
1,12,52,3,,
1,5,46,26,,
1,22,64,20,,
1,13,65,3,,
1,8,88,6,,
1,4,51,16,,
1,10,75,5,,
8,3,95,14,,
1,22,72,11,,
1,75,153,5,,
1,9,64,5,,
1,6,41,26,,
1,32,172,9,,
1,22,85,2,,
8,12,202,4,,
1,6,87,10,,
1,3,41,8,,
1,92,210,1,,
8,4,172,32,,
1,12,59,28,,
1,43,145,8,,
1,17,70,15,,
1,33,117,0,,
8,3,87,8,,
1,7,41,41,,
1,15,53,6,,
1,39,165,0,,
1,42,102,32,,
8,6,124,2,,
8,12,232,7,,
8,2,172,6,,
1,8,51,15,,
1,13,59,5,,
1,20,112,4,,
1,40,145,27,,
1,7,48,4,,
1,12,101,19,,
1,20,225,25,,
1,35,133,10,,
8,5,96,9,,
1,23,75,14,,
1,30,101,24,,
1,9,37,10,,
8,16,262,3,,
1,22,68,24,,
1,2,48,0,,
1,46,141,12,,
8,14,262,14,,
8,1,66,13,,
1,9,61,1,,
1,54,378,4,,
1,8,52,4,,
1,5,59,44,,
8,3,89,4,,
1,47,92,4,,
1,5,49,6,,
1,44,154,1,,
1,6,87,34,,
