Evening Times Between Arrivals
13
2
1
19
3
7
1
31
13
3
12
18
21
5
8
10
17
14
8
1
25
24
32
7
18
3
21
32
4
1
2
10
13
140
2
37
38
3
44
4
4
33
33
18
53
14
41
28
15
2
7
18
25
26
23
1
22
13
15
12
19
7
16
25
17
7
16
6
27
19
1
19
20
2
16
8
3
29
34
29
1
15
5
5
14
12
3
20
38
20
0
8
3
4
2
8
15
20
20
0
13
5
1
9
28
13
22
17
36
2
18
4
4
15
5
32
22
9
1
3
18
12
0
18
7
19
10
14
7
7
7
2
21
38
2
13
36
33
13
0
10
38
18
8
55
44
6
3
24
7
72
12
6
16
9
0
2
8
2
32
8
20
19
1
25
8
31
1
18
16
24
13
34
26
10
68
20
13
16
21
21
10
11
38
16
6
42
10
33
26
20
2
17
61
28
20
10
5
39
34
10
18
20
31
19
3
48
1
7
36
9
21
20
14
12
9
11
18
21
17
17
41
1
3
9
7
71
25
4
2
10
6
2
57
35
25
8
24
11
24
9
41
11
26
0
30
16
6
20
13
7
31
16
2
5
67
5
26
36
47
36
11
36
7
9
2
28
8
13
14
4
4
30
42
1
22
13
20
4
12
19
16
15
14
7
12
32
38
6
26
8
10
17
18
15
16
11
9
7
10
23
18
2
14
17
30
5
18
1
30
18
7
30
35
1
21
29
18
19
6
22
21
26
8
30
27
45
29
93
29
3
21
0
94
9
55
55
40
7
1
2
25
23
3
24
28
13
10
24
37
68
5
17
8
11
13
6
3
13
41
10
14
9
30
5
14
28
29
12
1
24
0
9
2
19
33
22
10
11
14
28
4
4
22
4
6
24
11
3
15
2
29
18
10
16
2
1
10
17
1
42
11
5
11
14
10
5
4
27
2
1
6
15
40
7
29
1
8
12
2
1
18
8
12
11
2
16
19
3
37
1
9
8
35
7
27
10
5
6
32
5
5
3
15
10
27
12
6
11
4
7
28
2
1
22
31
26
8
25
6
2
6
56
1
8
25
11
28
2
36
6
27
7
26
51
55
10
0
48
5
39
45
4
25
11
50
89
7
5
48
10
9
55
31
17
62
1
11
9
11
8
39
11
5
11
2
15
4
20
35
8
60
11
26
26
14
8
10
20
4
13
4
48
30
13
0
30
1
11
19
38
16
19
18
1
8
34
22
10
3
2
7
9
23
17
29
11
6
16
67
5
5
4
35
33
12
85
6
14
39
8
7
1
48
0
10
3
23
14
14
12
1
17
1
88
3
7
6
42
4
22
2
2
54
37
1
12
16
17
13
18
24
8
3
2
0
92
18
11
14
15
22
6
51
47
9
43
14
12
26
26
5
12
12
14
51
3
3
18
24
5
39
26
2
21
4
20
8
2
30
3
21
0
38
21
0
8
9
10
27
22
1
21
4
10
12
43
13
15
5
45
36
19
12
8
14
11
7
31
2
10
2
25
2
3
9
51
4
5
30
43
1
30
35
58
1
26
39
7
20
8
5
16
22
18
30
61
57
37
3
29
4
7
9
7
28
10
44
28
13
17
4
1
37
2
14
44
32
4
1
36
0
7
8
43
6
27
4
14
2
24
23
19
23
53
35
95
95
5
24
30
13
21
19
16
34
36
53
24
20
13
15
6
0
14
2
0
37
25
48
13
2
25
7
9
9
43
11
1
6
41
3
45
20
1
13
35
26
9
6
20
5
10
3
14
9
13
4
13
22
3
16
1
5
2
8
27
24
42
2
10
2
17
31
0
8
3
7
1
4
3
10
12
5
23
6
3
0
41
13
8
16
5
4
34
8
5
35
4
6
10
32
2
13
0
9
14
5
38
9
15
12
43
7
3
17
14
5
3
19
10
14
4
8
3
14
4
4
35
18
0
4
10
5
1
15
14
3
22
1
7
17
11
29
3
11
9
2
30
22
3
9
5
7
0
2
19
6
1
0
3
13
10
22
12
13
5
6
1
16
7
4
1
35
13
1
1
6
13
27
12
23
7
6
36
0
5
6
21
6
2
3
3
40
20
11
4
5
14
10
15
20
19
16
18
37
1
1
7
13
12
8
3
8
8
2
25
15
2
4
6
10
4
23
24
2
1
4
23
13
4
0
1
3
19
35
2
21
13
14
6
9
17
3
9
4
26
20
21
2
11
16
7
15
15
14
7
0
10
2
43
21
12
20
40
0
17
11
6
20
4
4
4
5
7
25
22
18
32
13
8
10
15
2
27
25
16
2
4
39
9
3
14
8
66
18
14
3
15
4
2
39
23
31
13
3
12
8
20
13
6
6
33
18
5
36
1
2
22
43
1
1
4
28
22
24
19
40
2
18
3
4
15
10
18
6
6
28
17
0
26
17
29
23
9
14
25
6
7
2
25
25
11
1
0
18
12
9
7
6
32
5
20
11
8
19
31
3
6
20
9
2
7
34
4
2
0
2
18
9
34
12
8
4
49
17
66
2
32
29
41
29
2
21
5
8
28
14
6
27
16
10
40
9
14
24
13
8
4
4
51
39
1
27
9
24
28
28
3
21
18
3
34
11
18
14
16
2
52
3
34
51
11
28
0
16
1
38
10
5
20
6
3
26
4
32
2
13
53
2
38
8
4
12
39
19
18
38
1
12
5
4
12
8
33
1
9
16
10
5
26
1
2
8
0
32
28
0
5
5
22
5
4
13
8
16
6
19
1
27
10
2
26
5
3
16
12
7
2
19
5
13
14
8
11
3
9
11
11
9
43
3
9
18
46
13
7
34
3
22
25
8
78
44
27
13
56
54
19
24
0
1
54
3
9
11
12
9
13
2
1
20
13
15
11
5
14
4
20
0
9
17
7
15
1
15
15
6
18
9
29
11
9
3
25
10
11
11
5
5
5
44
16
5
22
14
4
3
1
11
17
22
16
1
2
53
11
6
12
0
4
28
11
2
17
2
16
1
20
10
6
24
5
6
6
7
0
16
18
34
13
34
3
2
1
6
3
49
9
21
64
24
9
3
10
7
36
2
27
39
5
23
6
34
0
6
4
24
20
15
20
12
23
3
13
1
13
19
1
15
6
13
10
21
8
7
12
3
3
11
4
4
50
2
7
18
25
7
15
7
11
2
1
22
4
8
19
32
5
8
6
12
18
2
6
26
7
1
3
1
59
2
8
6
11
19
9
6
11
9
2
19
18
3
6
18
12
3
1
25
9
33
5
23
15
3
31
8
5
39
24
4
0
12
13
7
5
4
27
15
7
22
23
6
12
14
13
3
2
8
3
20
4
12
34
0
34
1
32
7
12
9
10
13
21
7
5
16
9
7
6
14
18
7
7
5
5
22
24
23
4
11
1
10
1
17
19
10
23
30
9
4
5
10
23
20
13
8
7
15
33
4
8
0
1
3
6
22
1
3
9
32
12
7
6
13
16
12
5
1
4
14
18
6
0
5
5
22
4
24
25
3
14
4
4
2
17
12
5
30
12
5
4
60
3
17
8
33
22
9
1
5
22
17
23
29
2
1
2
7
19
14
14
25
11
33
13
3
17
36
3
13
30
11
34
8
5
12
25
11
5
5
23
5
9
10
58
31
18
30
17
22
30
9
29
12
11
7
24
6
5
49
0
27
0
22
22
9
6
58
3
12
3
9
7
4
7
20
23
26
2
5
12
50
6
2
27
10
8
11
0
7
34
0
22
7
8
24
2
49
19
12
31
34
47
10
1
2
4
46
8
18
16
2
3
8
14
52
2
46
14
9
1
18
2
13
11
4
4
4
34
5
11
31
1
0
1
10
15
3
15
8
38
12
0
17
6
12
3
20
5
9
13
8
2
2
3
27
2
19
25
1
3
30
11
14
26
1
9
0
18
38
1
26
24
1
8
11
1
16
17
13
47
15
25
4
0
19
5
9
8
9
27
10
16
36
3
22
18
1
53
1
3
15
2
7
1
53
8
31
40
3
12
34
10
50
17
3
0
3
33
20
21
12
76
18
9
17
22
3
28
5
30
28
42
14
3
1
50
17
22
9
7
0
8
19
30
13
19
21
11
10
11
3
11
4
3
4
18
33
2
11
2
0
6
9
3
17
10
10
9
5
5
12
3
1
6
22
16
17
14
9
12
7
4
12
0
7
25
0
5
5
3
3
2
32
2
19
12
13
8
2
25
4
25
14
38
1
8
16
1
3
21
5
2
50
5
2
13
3
1
15
24
12
8
0
6
14
3
0
4
7
23
36
4
2
2
39
18
4
0
0
5
16
11
27
7
21
4
3
2
15
19
6
6
3
9
26
19
0
27
11
6
8
29
16
4
9
5
26
15
5
2
8
6
2
11
54
20
3
30
2
13
28
19
5
41
4
25
3
35
31
3
4
13
3
12
31
3
6
30
3
18
30
5
29
0
20
5
5
11
5
13
37
2
27
4
5
20
28
5
1
8
37
26
3
3
1
8
30
2
10
17
4
6
12
21
11
2
1
27
1
12
21
39
4
26
8
16
21
17
16
8
2
12
3
42
9
7
7
10
22
16
10
3
13
0
5
13
12
9
5
6
3
19
4
9
10
7
29
28
40
16
3
14
9
24
2
6
7
9
17
7
24
29
16
29
5
13
13
7
13
24
19
7
19
1
7
19
27
8
12
14
34
42
42
62
23
23
49
37
22
48
9
40
22
7
3
39
2
1
18
21
25
7
36
13
21
8
2
4
45
10
12
1
12
13
4
35
12
35
20
12
30
21
28
25
27
1
8
29
20
7
16
8
23
9
0
3
6
1
33
30
2
40
2
63
0
28
9
7
42
4
37
103
12
44
16
2
4
0
16
6
18
15
11
11
25
24
40
11
11
28
39
3
3
9
12
4
31
27
21
14
32
8
23
5
38
11
5
17
13
1
8
32
4
6
8
11
8
16
2
6
6
8
10
16
24
20
1
11
17
26
0
0
11
23
20
4
18
5
28
15
7
23
10
7
5
14
10
4
15
5
5
2
21
5
7
30
5
8
45
26
19
10
3
3
46
3
2
12
9
7
2
44
2
9
21
6
7
14
10
6
0
34
29
1
1
14
6
3
51
36
14
6
18
28
10
37
35
9
99
55
66
87
62
13
2
6
4
28
8
9
11
2
25
33
7
6
41
4
7
7
17
46
9
5
47
17
18
52
9
8
11
33
4
11
54
7
9
28
1
2
14
81
2
36
6
23
46
30
32
3
21
10
21
1
14
18
37
8
9
41
3
49
5
22
17
1
36
14
38
17
22
17
14
27
25
9
55
48
25
36
8
32
1
24
13
17
79
37
7
1
34
26
4
2
43
4
46
7
32
21
55
4
24
8
0
52
6
1
15
37
3
4
5
1
1
3
3
21
14
22
4
38
1
42
1
13
23
8
5
10
23
8
8
7
10
19
15
6
1
13
34
17
0
12
15
1
2
16
16
14
6
16
6
3
10
3
21
18
14
18
16
3
27
11
46
1
21
11
0
11
0
29
1
35
1
25
16
2
76
1
20
2
2
10
2
26
4
9
63
8
10
10
44
12
3
16
1
4
10
37
0
8
19
1
6
30
12
0
15
30
10
16
20
3
14
5
6
10
15
14
3
0
25
15
61
3
26
14
4
9
1
43
10
21
1
37
41
7
21
15
11
13
20
2
28
2
12
8
0
34
12
40
3
0
18
37
31
24
11
38
18
24
25
39
3
9
20
6
44
23
48
18
1
3
78
24
25
7
38
98
91
38
44
53
42
25
26
76
30
6
25
48
10
53
6
14
3
12
55
40
25
54
6
26
38
5
79
28
84
5
5
14
38
25
4
37
28
54
31
54
99
20
3
20
56
21
11
89
26
24
1
6
3
29
23
3
91
18
108
146
49
149
18
26
5
0
3
14
9
12
47
16
11
20
33
2
11
24
8
9
27
6
2
43
7
33
36
1
1
63
2
11
46
11
16
2
3
24
23
18
7
5
42
7
2
26
7
20
22
39
0
7
15
11
7
10
32
11
6
42
8
13
7
23
2
18
5
15
11
28
8
30
1
16
9
6
24
2
4
20
31
3
5
5
2
20
6
1
10
11
16
1
7
1
1
36
16
1
3
2
3
24
15
1
2
5
45
1
2
15
1
8
2
16
17
17
13
37
13
4
16
13
4
13
11
40
3
5
22
2
4
1
13
19
15
3
29
20
0
19
18
20
6
16
8
1
2
28
21
28
2
30
16
6
16
8
18
6
19
4
0
27
19
37
67
18
6
8
4
45
7
55
19
6
5
24
27
6
28
21
6
21
13
5
21
2
56
27
9
31
7
0
12
16
14
7
19
2
13
19
26
37
9
44
22
18
9
12
7
43
10
1
17
17
8
46
1
7
29
17
4
27
21
29
23
2
23
33
2
22
6
36
4
57
6
15
19
0
9
7
62
98
15
13
8
1
13
19
1
1
2
1
25
7
12
9
19
7
20
18
2
3
16
17
10
12
5
1
30
20
4
18
2
19
4
19
20
3
0
3
0
11
37
9
12
30
27
3
3
30
2
4
18
16
11
14
0
36
49
6
12
3
27
4
13
13
40
38
0
13
36
26
3
2
25
10
24
11
1
13
37
8
6
14
19
8
8
2
3
24
30
0
39
10
5
2
6
1
45
28
26
14
0
3
12
2
1
10
11
11
6
13
2
17
37
7
1
1
7
7
18
13
41
1
20
17
18
6
16
8
8
29
0
16
33
29
31
14
2
42
4
3
3
15
11
39
14
4
30
39
8
10
11
12
1
46
12
18
17
18
2
12
20
38
22
15
11
11
0
9
33
6
13
41
52
5
28
2
44
1
3
74
31
18
28
53
50
13
4
9
5
55
19
32
21
26
28
0
26
15
35
17
8
9
15
25
30
7
45
16
27
13
10
16
58
37
4
2
29
12
14
14
17
11
1
1
27
7
3
2
20
15
7
6
6
21
16
26
3
34
15
26
3
17
4
6
28
4
8
17
4
8
7
9
12
6
6
4
8
10
3
22
3
10
3
8
2
27
3
2
15
6
13
10
15
6
11
9
14
4
1
3
1
0
31
3
12
3
6
9
2
6
5
17
24
7
3
15
4
1
9
14
12
5
15
5
5
0
1
1
19
7
0
12
10
2
3
8
1
21
7
3
22
20
10
28
8
11
3
1
29
22
21
10
8
7
23
2
6
6
2
69
1
8
13
33
20
7
3
19
2
3
20
6
7
5
21
14
43
5
7
19
11
2
10
5
20
72
4
1
6
26
23
15
5
54
0
6
17
20
19
2
10
1
14
2
36
2
66
22
29
13
9
38
22
15
7
4
18
11
7
3
2
12
7
24
16
9
0
28
18
10
1
5
43
16
2
18
1
4
0
26
36
25
3
11
6
15
7
1
4
18
6
10
4
12
7
26
65
21
0
29
17
13
17
26
84
8
32
7
11
23
26
5
17
12
4
23
18
3
10
44
18
22
6
7
4
23
4
76
5
1
8
5
36
1
38
18
25
29
4
4
4
18
3
15
32
3
9
2
26
22
10
8
31
13
15
3
3
32
7
4
3
44
7
36
10
7
11
8
27
0
5
30
7
6
45
33
4
27
13
6
8
28
24
8
7
2
14
8
5
9
1
40
4
15
11
8
11
21
29
24
11
12
9
6
15
10
11
15
1
4
7
14
15
10
12
40
16
6
3
0
1
14
11
11
18
1
9
33
26
2
22
38
5
3
10
16
26
10
0
2
20
19
4
11
11
5
2
25
37
4
6
25
4
25
37
14
41
3
14
4
3
6
12
5
66
5
9
40
2
20
38
2
25
6
21
18
63
20
16
35
14
47
7
13
14
10
26
29
22
2
21
15
20
43
3
1
23
17
3
16
9
24
14
21
2
19
53
3
3
23
2
44
8
4
3
17
24
27
23
28
4
4
11
34
10
6
26
3
11
32
20
4
2
22
7
5
12
47
50
0
29
32
3
10
59
44
2
12
18
23
35
34
4
32
48
34
7
35
25
8
116
40
2
15
14
37
32
27
2
25
18
26
32
34
38
11
26
41
30
1
81
5
8
1
54
30
26
108
64
0
80
41
17
22
6
24
16
24
3
8
34
7
17
13
39
5
31
12
3
13
11
9
9
11
8
36
21
25
19
74
0
36
12
41
16
8
46
7
4
14
5
59
2
18
44
30
2
8
60
3
14
32
8
16
80
45
21
14
28
4
62
3
8
28
10
10
60
11
62
3
7
19
13
68
7
3
55
62
16
35
16
8
4
90
15
1
34
32
20
34
8
34
61
10
12
10
24
72
5
3
25
108
10
5
19
36
36
21
15
27
16
20
47
19
84
20
51
37
34
27
29
25
18
17
21
43
55
79
81
66
55
4
10
9
27
87
1
37
9
0
64
17
32
37
21
45
46
25
62
3
36
28
0
42
5
26
32
21
54
18
11
57
22
15
10
8
30
33
35
51
1
22
13
28
29
9
8
62
4
22
55
46
5
82
1
33
4
18
3
14
79
35
17
8
31
11
1
26
114
31
23
2
80
3
80
23
61
7
39
23
87
44
27
80
14
53
32
23
28
66
11
13
6
107
40
71
34
41
10
27
24
1
47
0
31
8
29
80
4
24
4
20
24
57
10
11
11
1
32
34
20
21
15
41
2
2
0
32
7
2
1
26
5
27
29
6
9
31
49
1
39
35
7
47
16
5
2
24
11
7
80
44
1
24
1
6
50
10
4
1
28
9
27
9
29
23
33
4
26
32
1
10
26
3
8
30
12
42
6
7
9
32
26
27
24
7
3
2
13
4
54
25
3
64
1
6
84
78
2
21
57
61
23
11
51
6
9
8
2
32
2
56
83
3
44
4
11
20
18
11
1
24
32
21
29
3
25
13
2
6
66
34
20
1
38
14
8
46
10
9
7
37
48
7
24
10
7
11
28
1
7
22
4
10
40
70
36
4
9
22
8
11
8
6
20
12
12
34
64
44
8
3
107
24
75
5
20
10
29
52
7
7
12
41
4
62
40
7
47
21
9
16
113
24
7
32
35
4
12
40
5
107
49
13
16
66
45
0
20
22
10
3
51
6
28
19
23
15
41
19
28
13
59
39
54
15
63
15
26
33
49
67
28
49
14
55
1
7
55
58
11
31
41
7
69
13
51
64
91
30
74
46
63
68
45
51
37
5
61
28
22
99
12
67
3
71
95
35
54
6
10
2
48
4
12
2
31
2
4
1
2
68
0
25
18
14
54
8
3
10
2
2
17
17
8
2
44
1
49
10
2
21
17
18
17
11
11
27
29
9
7
0
19
2
5
37
6
14
26
19
9
15
1
3
0
8
40
2
2
42
7
1
9
27
11
31
29
28
21
2
28
63
3
66
25
12
21
6
34
1
22
4
0
24
2
43
9
18
31
25
49
27
17
4
51
5
4
12
25
6
15
17
24
15
22
12
35
34
25
43
41
13
26
2
31
11
38
12
1
37
5
11
10
13
29
22
15
36
12
1
94
2
13
1
15
35
27
2
53
19
35
26
41
16
34
2
14
57
1
9
46
1
73
16
6
38
5
57
4
1
32
2
15
4
43
2
60
2
21
51
25
13
24
13
18
72
12
4
10
38
4
14
9
21
17
52
16
26
23
4
41
10
39
27
19
14
33
46
25
6
5
13
36
14
23
11
71
17
10
9
35
15
34
39
1
14
11
19
12
56
21
22
11
24
13
11
82
2
3
6
33
5
24
32
40
31
1
21
46
13
36
34
37
0
10
24
12
3
41
53
12
7
8
8
29
0
21
36
13
28
30
35
9
11
14
55
63
26
86
77
10
48
16
198
22
11
102
83
63
42
72
1
49
39
127
140
24
124
50
22
33
64
108
27
21
33
0
9
6
9
33
2
11
27
0
4
13
13
5
5
2
30
2
11
6
9
7
22
12
1
17
45
13
4
5
9
1
56
3
0
8
17
58
8
40
5
21
7
43
16
24
1
35
31
16
26
13
3
8
20
17
29
21
25
27
40
19
13
19
5
13
8
19
3
19
14
5
1
13
12
22
11
25
11
11
24
7
1
7
57
11
1
64
4
20
6
16
38
12
3
14
30
11
7
4
9
46
6
21
7
39
1
29
18
38
3
17
20
18
4
5
83
17
6
15
14
11
34
1
28
9
18
10
4
8
11
18
5
14
5
6
11
5
3
50
24
13
31
21
35
1
17
30
3
54
21
9
19
16
4
4
5
15
6
43
30
17
8
9
18
16
20
15
24
27
8
39
19
57
14
10
14
10
19
11
5
29
38
3
23
6
28
17
46
1
5
21
26
10
7
7
17
19
0
40
20
34
13
23
66
39
8
7
5
13
12
37
29
8
23
65
27
35
1
39
14
34
3
2
24
79
19
2
12
54
16
0
3
48
9
4
18
11
11
15
4
36
51
12
1
30
17
31
25
2
76
6
2
10
68
2
59
9
8
37
34
21
2
14
3
25
14
4
45
12
7
30
1
11
11
8
12
24
12
6
29
25
29
50
22
26
13
18
5
7
0
30
40
3
22
55
5
30
21
25
22
4
37
12
39
34
8
23
40
6
52
41
46
29
50
21
53
38
36
1
85
11
13
109
8
69
14
68
38
64
8
10
21
49
15
44
24
32
50
62
35
24
33
31
43
7
36
9
11
81
43
26
44
1
20
14
33
11
7
6
28
14
23
8
18
14
20
15
36
2
14
30
4
8
18
42
3
33
17
14
3
45
18
4
4
77
21
6
23
16
53
13
14
20
11
32
3
28
30
2
6
7
15
23
33
55
39
1
43
14
18
65
11
27
40
17
37
21
61
9
3
5
1
37
70
9
55
8
8
36
18
1
37
19
56
29
25
2
2
16
10
45
17
45
7
44
51
68
37
43
